Application id,income,age,employment,loan amount,previous default,debt,credit history,creditworthiness
APP01784,55230,53,Employed,87268,No,40107,Average,Yes
APP01785,42388,61,Employed,67046,Yes,64137,Good,No
APP01786,126959,33,Employed,81079,No,3854,Good,Yes
APP01787,50672,50,Employed,90031,No,20771,Good,Yes
APP01788,82196,53,Employed,76340,No,8194,Good,Yes
APP01789,25806,33,Employed,73117,No,36882,Good,Yes
APP01790,102037,46,Employed,96651,No,68479,Average,Yes
APP01791,96336,42,Employed,87050,Yes,46013,Poor,No
APP01792,62689,59,Self-Employed,82461,Yes,42106,Good,No
APP01793,54175,22,Self-Employed,13208,No,29922,Average,Yes
APP01794,71833,58,,27708,No,6025,Poor,No
APP01795,168057,59,Unemployed,57892,No,61546,Average,Yes
APP01796,27137,46,Self-Employed,72408,No,46091,Average,No
APP01797,85307,35,Unemployed,33805,No,74546,Poor,No
APP01798,39810,54,Self-Employed,13866,Yes,35125,Good,Yes
APP01799,59465,62,Self-Employed,34554,Yes,32718,Good,Yes
APP01800,53667,64,Employed,78248,No,77973,Poor,No
APP01801,49482,60,Employed,88353,No,12151,Good,Yes
APP01802,59718,31,Self-Employed,91726,No,20937,Average,Yes
APP01803,36016,23,Employed,40992,No,39565,Average,No
APP01804,95343,26,,40391,No,42360,Good,Yes
APP01805,26762,29,Employed,43637,No,44349,Good,Yes
APP01806,76496,26,Employed,40702,No,17757,Good,Yes
APP01807,51801,,Self-Employed,68289,No,74221,Good,No
APP01808,35425,59,Unemployed,39041,No,56577,Good,Yes
APP01809,65721,51,Employed,6933,No,21417,Good,Yes
APP01810,29776,52,Self-Employed,46707,No,24241,Good,Yes
APP01811,,61,Self-Employed,26294,No,70548,Good,Yes
APP01812,31628,32,Employed,7737,No,31048,Good,Yes
APP01813,73841,28,Employed,49730,No,44953,Average,Yes
APP01814,39582,28,Employed,24566,No,10514,Poor,No
APP01815,48979,48,Employed,48010,No,20887,Good,Yes
APP01816,68485,40,Employed,31386,No,33910,Good,Yes
APP01817,42381,27,Employed,62352,No,52835,Poor,No
APP01818,58455,31,Employed,99133,No,23137,Good,Yes
APP01819,30360,40,Self-Employed,56987,Yes,76110,Good,No
APP01820,79698,36,Employed,66455,No,18397,Good,Yes
APP01821,132762,24,Employed,92331,No,62534,Good,Yes
APP01822,210785,26,Employed,40530,No,29803,Good,Yes
APP01823,62513,42,Self-Employed,20822,Yes,66839,Good,No
APP01824,85544,46,Self-Employed,31866,No,73925,Good,Yes
APP01825,26925,23,Employed,43266,No,15774,Good,Yes
APP01826,117987,61,Unemployed,66277,No,39827,Good,Yes
APP01827,85085,62,Self-Employed,5436,No,13195,Average,Yes
APP01828,48259,34,Self-Employed,86071,No,56760,Good,No
APP01829,104698,31,Self-Employed,12229,No,66747,Good,Yes
APP01830,53508,38,Employed,90562,No,31768,Average,Yes
APP01831,48825,32,Employed,95196,No,32343,Good,Yes
APP01832,74310,43,Employed,99060,No,17103,Good,Yes
APP01833,37182,32,Employed,81903,No,25216,Good,Yes
APP01834,95019,33,Employed,18476,No,26588,Average,Yes
APP01835,37306,45,Self-Employed,72086,No,13290,Average,Yes
APP01836,37406,65,Employed,24316,No,25486,Good,Yes
APP01837,39844,39,,90227,No,72673,Good,No
APP01838,84447,56,Employed,35078,Yes,26705,Good,Yes
APP01839,45458,65,Employed,36046,No,22681,Average,Yes
APP01840,32712,28,Employed,92177,Yes,31387,Poor,No
APP01841,45686,49,Employed,6257,Yes,76862,Good,Yes
APP01842,59141,52,Unemployed,23427,No,61402,Good,Yes
APP01843,35266,,,45084,Yes,16937,Good,No
APP01844,35733,38,Employed,71569,No,60452,Good,No
APP01845,155156,26,Unemployed,66519,No,61533,Average,No
APP01846,40735,38,Self-Employed,68594,Yes,76061,Good,No
APP01847,51882,39,Employed,88602,No,71397,Good,Yes
APP01848,50861,42,Employed,16498,No,8520,Average,Yes
APP01849,49637,57,Employed,54605,No,36912,Good,Yes
APP01850,79357,52,Employed,73920,No,56536,Average,Yes
APP01851,91928,61,Self-Employed,65431,No,77896,Good,Yes
APP01852,52283,23,Employed,47590,No,7727,Good,Yes
APP01853,34396,48,Employed,6626,No,30090,Poor,Yes
APP01854,106468,30,Employed,10743,Yes,39886,Average,No
APP01855,57480,55,Unemployed,16299,No,33646,Good,Yes
APP01856,130711,49,Self-Employed,37607,No,37006,Average,Yes
APP01857,21842,35,Employed,16177,No,30159,Average,Yes
APP01858,65515,53,Employed,45478,No,77679,Average,Yes
APP01859,142269,27,Employed,21971,No,64456,Average,Yes
APP01860,51181,32,Self-Employed,79021,No,59196,Good,No
APP01861,54210,50,Employed,87791,No,33445,Good,Yes
APP01862,68534,41,Self-Employed,42017,Yes,70640,Average,No
APP01863,46660,51,Unemployed,53577,No,8374,Good,Yes
APP01864,52139,,Employed,95582,No,12330,Average,Yes
APP01865,51538,40,Employed,55873,No,76371,Good,Yes
APP01866,45241,57,Employed,99532,Yes,45792,Average,No
APP01867,104306,24,Employed,18502,No,13597,Good,Yes
APP01868,73835,48,Employed,86912,No,75983,Good,Yes
APP01869,67163,64,Employed,52234,No,78013,Average,Yes
APP01870,86332,40,Employed,7158,Yes,70638,Average,No
APP01871,53271,44,,97361,No,19846,Good,Yes
APP01872,42349,52,Self-Employed,96680,Yes,23001,Good,No
APP01873,45749,61,Employed,41411,No,33151,Average,Yes
APP01874,60048,56,Employed,95643,Yes,46766,Poor,No
APP01875,37252,54,Self-Employed,18396,No,79382,Good,Yes
APP01876,47905,56,Employed,69610,No,76535,Good,Yes
APP01877,47565,22,Self-Employed,23233,No,73770,Good,Yes
APP01878,156084,35,Self-Employed,28431,No,8053,Poor,Yes
APP01879,18000,54,Employed,79037,No,60816,Good,Yes
APP01880,55341,56,,40849,Yes,70271,Good,No
APP01881,130439,26,Employed,5677,Yes,27329,Good,Yes
APP01882,63382,59,Employed,44353,No,18346,Average,Yes
APP01883,84216,62,Employed,26667,No,60127,Poor,Yes
APP01884,62757,32,Unemployed,69916,Yes,8176,Good,No
APP01885,44436,23,Employed,23473,No,75328,Good,Yes
APP01886,21878,65,Employed,85014,Yes,13330,Good,No
APP01887,65812,38,Unemployed,30374,Yes,37145,Good,No
APP01888,42323,60,Self-Employed,42338,No,78641,Good,Yes
APP01889,41854,,Employed,33314,No,79069,Poor,No
APP01890,47933,35,Employed,66173,No,62303,Poor,No
APP01891,131569,53,Employed,14611,Yes,67296,Poor,No
APP01892,177066,55,Unemployed,50419,Yes,77406,Good,No
APP01893,66161,46,Employed,36773,No,74267,Good,Yes
APP01894,48677,28,Self-Employed,88993,No,50147,Average,No
APP01895,35325,56,Employed,11974,No,59035,Good,Yes
APP01896,74083,50,Self-Employed,83821,Yes,47908,Good,No
APP01897,133841,43,Employed,20930,No,41013,Good,Yes
APP01898,53680,62,Unemployed,13415,No,70585,Poor,No
APP01899,20569,64,Unemployed,24221,Yes,59304,Average,No
APP01900,,34,Employed,14752,Yes,68925,Good,Yes
APP01901,93483,34,Self-Employed,54493,No,8577,Good,Yes
APP01902,29392,22,Self-Employed,98880,No,46542,Average,No
APP01903,64959,57,Unemployed,8261,No,27032,Average,Yes
APP01904,73508,25,Employed,48807,No,41558,Average,Yes
APP01905,58058,58,Employed,41677,No,49424,Good,Yes
APP01906,42035,65,Self-Employed,37263,No,67815,Good,Yes
APP01907,94776,61,Self-Employed,36527,Yes,3518,Average,Yes
APP01908,50040,34,Employed,90026,Yes,13955,Poor,No
APP01909,30754,59,Self-Employed,6803,Yes,73794,Good,No
APP01910,23857,45,Employed,78617,No,77414,Good,Yes
APP01911,105819,40,Self-Employed,29029,No,5378,Good,Yes
APP01912,79189,22,Employed,41413,No,27211,Good,Yes
APP01913,62423,59,Employed,44914,No,1769,Good,Yes
APP01914,49216,26,Employed,33950,No,60838,Average,No
APP01915,47290,37,Employed,13888,No,54873,Good,Yes
APP01916,36976,45,Employed,15861,No,45620,Good,Yes
APP01917,49412,48,Employed,33322,No,55641,Good,Yes
APP01918,23111,22,Employed,83072,No,43486,Poor,No
APP01919,43082,55,Employed,17790,No,19868,Average,Yes
APP01920,52166,57,Self-Employed,75551,No,60592,Good,Yes
APP01921,78948,25,Employed,32443,No,62879,Good,Yes
APP01922,58932,21,Employed,88929,No,68482,Good,Yes
APP01923,85804,60,Employed,45691,No,76372,Good,Yes
APP01924,110107,32,Unemployed,21314,No,60056,Good,Yes
APP01925,96594,56,Self-Employed,98655,No,5309,Average,Yes
APP01926,74149,65,Employed,21780,No,2646,Good,Yes
APP01927,60321,43,Self-Employed,58924,No,59450,Poor,No
APP01928,38590,51,Unemployed,59082,No,5428,Good,Yes
APP01929,83707,31,Employed,40417,No,25960,Good,Yes
APP01930,127770,30,Unemployed,95391,No,11757,Good,Yes
APP01931,69986,23,Employed,85168,No,77543,Good,Yes
APP01932,142182,34,Employed,83833,No,25995,Good,Yes
APP01933,30200,36,Employed,97544,No,5357,Average,Yes
APP01934,35694,30,Employed,48425,No,76019,Good,No
APP01935,88163,49,Employed,14233,No,49091,Good,Yes
APP01936,67578,30,Employed,77718,No,3853,Poor,Yes
APP01937,108369,32,Employed,41177,Yes,66836,Poor,No
APP01938,59584,50,Employed,23083,Yes,13050,Average,Yes
APP01939,40599,61,Employed,50908,No,64392,Average,Yes
APP01940,54501,21,Employed,92943,No,48617,Good,No
APP01941,,25,Employed,21279,No,14992,Good,Yes
APP01942,36107,40,Unemployed,85626,No,60455,Good,No
APP01943,92939,28,Employed,44729,No,36906,Poor,No
APP01944,88863,63,Employed,17996,No,51410,Good,Yes
APP01945,70647,32,Employed,85596,No,69692,Good,Yes
APP01946,27656,,Employed,97114,No,21564,Good,Yes
APP01947,51063,40,Employed,32671,No,29912,Good,Yes
APP01948,34574,48,Employed,33836,No,79784,Good,Yes
APP01949,101879,63,Self-Employed,42102,No,41141,Good,Yes
APP01950,46140,,Employed,82342,No,45122,Good,Yes
APP01951,36810,57,Employed,5990,No,23550,Good,Yes
APP01952,60810,32,Employed,26276,No,33866,Good,Yes
APP01953,44983,57,Self-Employed,72060,No,40623,Good,Yes
APP01954,116983,64,Self-Employed,43536,Yes,21417,Average,No
APP01955,43107,48,Employed,36378,No,19813,Good,Yes
APP01956,31967,35,Employed,87867,No,48437,Average,No
APP01957,22772,26,Unemployed,92147,No,15508,Good,No
APP01958,59174,64,Employed,95059,No,44723,Good,Yes
APP01959,,40,Employed,30892,Yes,56791,Average,No
APP01960,31543,34,Employed,91689,No,16662,Good,Yes
APP01961,102462,22,Employed,75012,No,59924,Good,Yes
APP01962,81013,29,Unemployed,19650,No,29415,Poor,No
APP01963,59243,57,Unemployed,62976,No,79408,Good,No
APP01964,110863,40,Self-Employed,7502,No,78347,Good,Yes
APP01965,80841,46,Employed,72296,No,64089,Poor,No
APP01966,41432,49,Employed,74689,No,28075,Good,Yes
APP01967,37588,21,Employed,79987,No,75040,Average,No
APP01968,86698,55,Unemployed,21390,No,79904,Good,Yes
APP01969,71716,26,Self-Employed,64684,No,37520,Good,Yes
APP01970,64763,57,Employed,21991,No,49553,Good,Yes
APP01971,40994,25,Employed,94932,No,1473,Good,Yes
APP01972,78879,53,Employed,69126,No,4439,Average,Yes
APP01973,42707,34,Unemployed,14056,No,40547,Poor,No
APP01974,57309,32,Employed,22768,No,49136,Good,Yes
APP01975,115062,62,Employed,68029,No,25679,Average,Yes
APP01976,44566,40,Employed,50284,No,8831,Good,Yes
APP01977,29562,44,Employed,74948,Yes,62799,Good,No
APP01978,37364,63,Unemployed,31675,No,34082,Poor,No
APP01979,93858,54,Unemployed,67502,No,52259,Good,Yes
APP01980,67287,45,Unemployed,21811,No,52366,Good,No
APP01981,56619,49,Self-Employed,56652,No,44200,Good,Yes
APP01982,47715,59,Employed,95991,No,15101,Good,Yes
APP01983,,51,Employed,64681,No,49670,Good,Yes
APP01984,40946,63,Employed,9749,Yes,26445,Average,No
APP01985,68848,43,Self-Employed,98932,No,65711,Poor,No
APP01986,43176,64,Employed,19902,No,16263,Good,Yes
APP01987,40061,58,,73217,No,24001,Good,Yes
APP01988,45037,40,Employed,55590,No,35784,Good,Yes
APP01989,50674,43,Employed,32964,No,59461,Good,Yes
APP01990,58696,65,Self-Employed,21844,No,57939,Poor,No
APP01991,66706,36,Unemployed,21882,No,27632,Poor,No
APP01992,18000,62,Employed,86548,No,41349,Average,Yes
APP01993,41717,28,Employed,87927,No,19505,Average,No
APP01994,50307,41,Unemployed,49189,No,61859,Average,No
APP01995,118111,21,Self-Employed,14844,No,16540,Good,Yes
APP01996,36905,28,Employed,88996,Yes,65728,Good,No
APP01997,64561,49,Employed,51267,No,75012,Good,Yes
APP01998,117579,52,Employed,46682,No,79338,Average,Yes
APP01999,33232,,Employed,43699,No,68700,Good,Yes
APP02000,71639,25,Self-Employed,39676,No,18514,Good,Yes
APP02001,41818,42,Employed,54971,No,33905,Good,Yes
APP02002,47811,54,Employed,62431,Yes,8018,Average,No
APP02003,41802,21,Employed,49311,No,14000,Poor,No
APP02004,43164,46,Employed,90182,No,4926,Good,Yes
APP02005,204221,63,Employed,35178,No,51646,Average,Yes
APP02006,87738,30,Employed,59940,No,43122,Good,Yes
APP02007,98507,50,Employed,33496,No,73444,Average,Yes
APP02008,74869,38,Employed,76568,No,37578,Good,Yes
APP02009,29123,37,Employed,14702,No,51742,Good,Yes
APP02010,71670,46,Employed,22926,Yes,32726,Good,Yes
APP02011,97238,28,Employed,81114,Yes,66527,Good,No
APP02012,40867,60,Employed,22404,Yes,74184,Poor,No
APP02013,92642,32,Employed,64446,No,35107,Poor,Yes
APP02014,82376,47,,97173,No,7533,Good,Yes
APP02015,138070,28,Unemployed,54675,No,13919,Good,Yes
APP02016,49717,45,Unemployed,22803,No,57923,Average,No
APP02017,36614,24,Employed,35466,No,26696,Good,Yes
APP02018,,53,Self-Employed,83229,Yes,63045,Good,No
APP02019,114474,21,Employed,38408,No,60231,Good,Yes
APP02020,26352,39,Employed,73734,No,55850,Poor,No
APP02021,23655,51,Employed,78848,No,65323,Average,No
APP02022,62463,36,Employed,52612,No,60768,Average,No
APP02023,49165,34,Employed,79405,No,50974,Good,Yes
APP02024,60209,25,Employed,35106,No,1334,Average,Yes
APP02025,91811,61,Self-Employed,54035,No,41738,Good,Yes
APP02026,46791,,Employed,70223,Yes,48025,Good,No
APP02027,25829,48,Employed,20967,Yes,76891,Average,No
APP02028,150560,22,Employed,30994,Yes,52388,Poor,No
APP02029,38305,26,Employed,66943,No,46462,Poor,No
APP02030,37255,29,Unemployed,67259,No,43754,Average,No
APP02031,98595,53,Self-Employed,51864,No,9160,Average,Yes
APP02032,50467,61,Unemployed,80581,Yes,34782,Average,No
APP02033,58313,45,Self-Employed,50795,No,11614,Poor,Yes
APP02034,74560,33,Employed,88726,No,5163,Good,Yes
APP02035,97705,29,Employed,74911,No,27028,Good,Yes
APP02036,51640,33,Employed,34896,Yes,51990,Average,No
APP02037,118905,51,Employed,42549,No,69477,Poor,Yes
APP02038,22948,61,Self-Employed,68430,No,65019,Good,No
APP02039,84458,31,Employed,89973,No,24280,Average,Yes
APP02040,41123,24,Employed,21977,No,4634,Good,Yes
APP02041,111260,54,Self-Employed,53893,No,32812,Poor,No
APP02042,63960,58,Self-Employed,16285,Yes,25868,Average,No
APP02043,44324,24,,31548,No,30330,Good,Yes
APP02044,80852,58,Employed,70168,No,45169,Average,Yes
APP02045,89683,39,Employed,12385,No,3403,Average,Yes
APP02046,80094,26,Employed,67924,No,30294,Poor,No
APP02047,37750,54,Employed,90577,No,45132,Poor,No
APP02048,48257,38,Employed,97090,No,35047,Good,Yes
APP02049,59890,33,Employed,25580,No,53711,Good,Yes
APP02050,58896,61,Employed,76145,No,15704,Average,Yes
APP02051,84077,43,Self-Employed,93005,No,13152,Poor,No
APP02052,24231,39,Self-Employed,13680,No,25322,Good,Yes
APP02053,69741,65,Employed,44332,No,9037,Good,Yes
APP02054,52660,31,Self-Employed,92344,No,19665,Good,Yes
APP02055,41142,21,Employed,24265,No,7865,Good,Yes
APP02056,42958,44,Employed,93707,No,32756,Average,No
APP02057,54478,27,Employed,55083,No,57205,Good,Yes
APP02058,18000,45,Employed,14490,No,23637,Good,Yes
APP02059,43762,41,Employed,47738,No,1295,Poor,Yes
APP02060,40457,35,Unemployed,35995,No,45008,Good,Yes
APP02061,76256,21,Employed,31809,No,55663,Average,Yes
APP02062,41757,32,Unemployed,56440,Yes,31914,Good,No
APP02063,54464,27,Employed,50941,No,24463,Average,Yes
APP02064,120105,35,Employed,50787,No,39760,Good,Yes
APP02065,93860,41,Employed,13373,No,8998,Good,Yes
APP02066,90050,39,Employed,81220,No,51870,Good,Yes
APP02067,47914,49,Employed,50737,No,58930,Poor,No
APP02068,76609,45,Self-Employed,82986,No,56666,Good,Yes
APP02069,54006,53,Employed,83336,No,26965,Good,Yes
APP02070,54932,52,Employed,35128,No,67574,Average,Yes
APP02071,72147,55,Employed,5413,No,75801,Good,Yes
APP02072,45865,64,Employed,91568,No,24469,Poor,Yes
APP02073,117472,58,Self-Employed,77266,Yes,21755,Good,Yes
APP02074,55829,46,Self-Employed,15189,No,56624,Good,Yes
APP02075,79250,31,Unemployed,71664,No,56954,Good,No
APP02076,115511,55,Employed,6902,No,41323,Good,Yes
APP02077,95449,28,Employed,7637,Yes,73942,Good,No
APP02078,31828,34,Employed,54953,No,12559,Good,Yes
APP02079,73299,30,Unemployed,14124,No,38712,Good,Yes
APP02080,87985,22,Employed,96612,No,3781,Poor,Yes
APP02081,89629,29,Employed,89914,No,5160,Average,Yes
APP02082,36356,23,Employed,66732,Yes,5241,Average,No
APP02083,44642,41,Employed,11052,No,39851,Good,Yes
APP02084,93869,46,Self-Employed,35859,No,47528,Average,Yes
APP02085,42587,28,Self-Employed,40314,No,1276,Good,Yes
APP02086,52430,22,Employed,50684,No,50971,Poor,No
APP02087,121935,26,Unemployed,21046,No,39686,Good,Yes
APP02088,58723,48,Employed,59864,No,18680,Average,Yes
APP02089,43263,49,Unemployed,46398,No,2193,Average,Yes
APP02090,40424,46,Self-Employed,94993,No,13332,Average,Yes
APP02091,69691,45,Employed,93939,No,48426,Poor,No
APP02092,32931,32,Self-Employed,58720,No,53048,Good,Yes
APP02093,53680,25,Employed,66213,No,52118,Average,No
APP02094,69707,54,Employed,18091,No,13100,Good,Yes
APP02095,107658,57,Employed,26216,No,72986,Good,Yes
APP02096,81024,35,Employed,90568,No,33465,Good,Yes
APP02097,43511,64,Employed,71421,Yes,61673,Average,No
APP02098,101965,56,Employed,22996,No,14152,Good,Yes
APP02099,52434,35,Self-Employed,59170,No,38175,Good,Yes
APP02100,34408,63,Employed,93802,No,42200,Good,Yes
APP02101,55530,43,Self-Employed,37791,No,61858,Average,No
APP02102,114608,,Employed,22653,No,50100,Poor,Yes
APP02103,64632,64,,94492,No,32545,Good,Yes
APP02104,60339,63,Employed,48820,Yes,23319,Good,Yes
APP02105,125347,65,Employed,44638,No,77864,Good,Yes
APP02106,31508,41,Self-Employed,30419,No,23478,Good,Yes
APP02107,33644,43,Employed,89701,No,11228,Poor,Yes
APP02108,28998,63,Employed,85334,No,24733,Good,Yes
APP02109,70954,36,Self-Employed,43284,Yes,26828,Good,Yes
APP02110,64668,35,Employed,7908,No,11101,Average,Yes
APP02111,120130,45,Self-Employed,47432,No,56943,Good,Yes
APP02112,66947,56,Employed,22182,No,49914,Average,Yes
APP02113,50023,31,Self-Employed,18560,No,26013,Average,Yes
APP02114,60048,35,,42344,No,79447,Good,No
APP02115,63264,24,Self-Employed,14412,Yes,52746,Good,No
APP02116,28277,41,Employed,95959,Yes,56552,Good,No
APP02117,203160,33,Employed,9516,Yes,45017,Good,Yes
APP02118,75814,42,Self-Employed,43130,No,44574,Good,Yes
APP02119,65947,39,Employed,20457,No,2582,Poor,Yes
APP02120,79136,54,Employed,70437,No,61902,Average,Yes
APP02121,82564,34,Self-Employed,12487,Yes,72949,Good,No
APP02122,56323,24,Employed,56947,No,10659,Poor,No
APP02123,45163,47,Employed,78445,No,63855,Good,Yes
APP02124,78578,49,Unemployed,95256,Yes,43210,Average,No
APP02125,71373,48,Employed,71360,No,23539,Good,Yes
APP02126,41675,55,Employed,14452,Yes,73750,Good,Yes
APP02127,113626,28,Self-Employed,13409,No,2372,Average,Yes
APP02128,68467,36,,74502,No,22651,Good,Yes
APP02129,83326,62,Employed,25456,Yes,71014,Good,Yes
APP02130,112248,56,Self-Employed,47488,No,39000,Good,Yes
APP02131,60594,50,Self-Employed,97779,Yes,48315,Good,No
APP02132,69198,38,Employed,82891,No,60232,Average,No
APP02133,86389,22,Employed,85426,Yes,12690,Average,No
APP02134,43300,33,Employed,86773,No,17999,Good,Yes
APP02135,61477,24,Self-Employed,63857,No,79892,Good,Yes
APP02136,63487,46,Self-Employed,75674,No,19759,Good,Yes
APP02137,39022,45,Employed,39101,Yes,43597,Average,No
APP02138,170252,50,Self-Employed,99852,No,24598,Good,Yes
APP02139,31851,31,Self-Employed,31564,No,68262,Average,No
APP02140,33455,27,Employed,61051,No,76979,Poor,No
APP02141,108391,51,Self-Employed,31796,No,12162,Good,Yes
APP02142,82708,64,Employed,15647,No,48445,Good,Yes
APP02143,37813,30,Unemployed,58921,No,65115,Average,No
APP02144,78856,59,Employed,38568,No,66019,Good,Yes
APP02145,116149,33,Employed,60406,Yes,35795,Good,Yes
APP02146,59188,51,Employed,58074,No,18805,Average,Yes
APP02147,193217,27,Employed,56514,No,31584,Average,Yes
APP02148,27619,62,Self-Employed,16714,No,60341,Good,Yes
APP02149,81987,62,Employed,46817,Yes,79508,Good,No
APP02150,101421,56,Unemployed,82140,Yes,44789,Good,No
APP02151,89608,40,Employed,34939,No,16415,Poor,Yes
APP02152,54728,24,Employed,47164,No,4313,Poor,Yes
APP02153,52649,27,Unemployed,51914,No,75551,Average,No
APP02154,73274,21,Self-Employed,86959,No,39160,Average,No
APP02155,86612,64,Self-Employed,67282,No,57611,Good,Yes
APP02156,78685,65,Unemployed,14519,No,53154,Good,Yes
APP02157,95810,62,Employed,87191,No,71379,Good,Yes
APP02158,,33,Employed,84046,No,22021,Average,Yes
APP02159,54155,42,Employed,76596,No,35896,Good,Yes
APP02160,,41,Employed,49276,No,73176,Average,No
APP02161,50430,42,Self-Employed,76967,No,47261,Average,No
APP02162,94745,48,Unemployed,50480,Yes,6638,Poor,No
APP02163,62988,29,Employed,74979,No,16364,Average,Yes
APP02164,193917,46,Self-Employed,88610,No,19740,Good,Yes
APP02165,65456,29,Unemployed,89601,No,79509,Good,No
APP02166,61634,35,Self-Employed,48185,No,18707,Good,Yes
APP02167,62937,30,Employed,86638,No,69705,Good,Yes
APP02168,45030,44,Employed,14638,No,7170,Good,Yes
APP02169,58459,62,Unemployed,14673,No,15356,Good,Yes
APP02170,99668,28,Unemployed,57085,No,69892,Poor,No
APP02171,63157,44,Employed,66925,No,72016,Good,Yes
APP02172,41984,36,Self-Employed,19534,No,14920,Average,Yes
APP02173,39569,46,Employed,49857,No,19158,Good,Yes
APP02174,48997,47,Employed,13964,No,42915,Poor,Yes
APP02175,62028,57,Unemployed,62199,No,5162,Good,Yes
APP02176,102664,24,Employed,86234,No,75677,Good,Yes
APP02177,32823,44,Employed,75076,No,29604,Good,Yes
APP02178,51957,39,Employed,40938,No,39654,Average,Yes
APP02179,64026,56,Employed,99410,No,9299,Good,Yes
APP02180,26290,59,Employed,67979,No,3571,Average,Yes
APP02181,41232,30,Employed,82449,No,37958,Average,Yes
APP02182,44185,45,Unemployed,68621,Yes,10612,Good,No
APP02183,41937,38,Unemployed,98995,No,50795,Good,No
APP02184,65411,39,Employed,83029,No,63764,Average,No
APP02185,55818,56,Employed,54345,No,3502,Good,Yes
APP02186,46734,30,Self-Employed,39854,No,49366,Poor,No
APP02187,72743,53,Employed,69805,No,65435,Good,Yes
APP02188,130285,25,Employed,61071,No,35715,Average,Yes
APP02189,125463,55,Employed,64788,No,76817,Average,No
APP02190,25257,64,Employed,37586,No,9784,Average,Yes
APP02191,77791,54,Employed,45729,No,26516,Good,Yes
APP02192,55381,53,Employed,58019,Yes,19176,Poor,No
APP02193,64339,41,Self-Employed,84732,No,79699,Average,No
APP02194,50155,37,Self-Employed,77476,Yes,24240,Good,No
APP02195,63260,42,Self-Employed,16272,No,31646,Average,Yes
APP02196,64230,57,Employed,28328,No,67962,Good,Yes
APP02197,46239,35,Self-Employed,7532,No,74467,Poor,No
APP02198,40084,55,Employed,5756,Yes,75082,Poor,No
APP02199,49030,48,Employed,26316,No,45095,Good,Yes
APP02200,66670,27,Self-Employed,80935,No,53401,Good,Yes
APP02201,78562,,Employed,90951,No,28585,Poor,No
APP02202,88089,31,Employed,42218,No,48966,Good,Yes
APP02203,48036,30,Employed,58504,No,24917,Poor,No
APP02204,68175,29,Unemployed,72075,No,59936,Average,No
APP02205,92524,34,Employed,95529,No,25270,Good,Yes
APP02206,101379,33,Self-Employed,91729,No,70473,Good,Yes
APP02207,58432,45,Unemployed,10433,No,12335,Good,Yes
APP02208,54322,,Self-Employed,28576,No,46173,Average,No
APP02209,65389,55,Employed,9669,No,42133,Good,Yes
APP02210,35765,27,Employed,63572,No,21834,Good,Yes
APP02211,54994,41,Employed,72497,Yes,3212,Poor,No
APP02212,83882,38,Employed,34287,No,12734,Good,Yes
APP02213,80096,23,Self-Employed,86116,No,77468,Good,No
APP02214,53129,62,Employed,48017,No,75363,Good,Yes
APP02215,66176,59,Unemployed,99846,No,10425,Good,Yes
APP02216,41399,61,Employed,5038,Yes,30614,Good,Yes
APP02217,82345,31,Self-Employed,15402,No,37745,Good,Yes
APP02218,57935,59,Employed,33670,No,38768,Good,Yes
APP02219,52993,44,Employed,7423,Yes,24607,Good,Yes
APP02220,50987,39,Self-Employed,79322,No,73123,Average,No
APP02221,58326,24,Employed,10013,No,72771,Average,Yes
APP02222,49048,46,Employed,76153,Yes,2495,Good,Yes
APP02223,80681,58,Employed,9994,Yes,52350,Good,Yes
APP02224,50223,62,Employed,29009,Yes,6875,Good,Yes
APP02225,122876,52,Self-Employed,84921,No,48202,Good,Yes
APP02226,116011,59,Unemployed,95354,Yes,69485,Good,No
APP02227,40171,65,Employed,44380,No,52313,Poor,Yes
APP02228,61912,56,Employed,97144,No,38045,Good,Yes
APP02229,44770,60,,64554,No,76674,Good,Yes
APP02230,51798,57,Unemployed,44504,No,59981,Average,No
APP02231,147737,53,Unemployed,81266,No,20695,Average,Yes
APP02232,52245,56,Self-Employed,33056,No,31568,Poor,Yes
APP02233,70559,23,Employed,30251,No,61030,Good,Yes
APP02234,76550,29,Employed,67372,No,2526,Good,Yes
APP02235,38247,28,,42096,Yes,6053,Good,Yes
APP02236,40835,53,Employed,17912,No,68894,Good,Yes
APP02237,34870,26,Self-Employed,11362,No,4393,Good,Yes
APP02238,40272,61,Employed,79845,No,54603,Poor,No
APP02239,18000,59,Self-Employed,69212,No,26194,Average,Yes
APP02240,,24,Employed,44121,No,66245,Good,Yes
APP02241,151219,33,Self-Employed,90142,No,67940,Good,Yes
APP02242,64127,22,Employed,44031,No,76314,Poor,No
APP02243,31722,25,Employed,72478,No,8548,Good,Yes
APP02244,44930,64,,91366,No,34405,Poor,No
APP02245,48806,47,Self-Employed,84868,No,46343,Average,No
APP02246,37956,52,Employed,53555,No,73368,Poor,No
APP02247,88361,41,Self-Employed,69660,No,22055,Poor,No
APP02248,86398,28,Employed,44298,No,6659,Good,Yes
APP02249,35673,58,Employed,66484,No,16939,Average,Yes
APP02250,83149,28,Unemployed,29467,No,40151,Good,Yes
APP02251,119272,23,Employed,46301,Yes,54803,Good,No
APP02252,141245,64,Employed,24907,Yes,55563,Good,Yes
APP02253,217825,23,Employed,8628,No,6898,Good,Yes
APP02254,39983,42,Unemployed,60911,No,61151,Good,No
