Date,Company,Open,High,Low,Close,Volume
2016-11-02,Wipro,661.24,664.44,652.23,657.87,4392576
2016-11-03,HCLTech,2045.17,2073.28,2039.35,2064.95,2754041
2016-11-03,Infosys,2197.79,2202.35,2173.14,2189.89,2572568
2016-11-03,TCS,4124.12,4157.85,4080.25,4138.25,1526376
2016-11-03,Wipro,660.25,672.01,656.67,664.4,4263303
2016-11-04,HCLTech,2102.18,2125.63,2094.65,2100.15,2895420
2016-11-04,Infosys,2169.0,2183.93,2149.01,2162.62,1829028
2016-11-04,TCS,4132.39,4138.45,4113.76,4130.11,1853152
2016-11-04,Wipro,657.49,666.01,651.51,660.43,4478299
2016-11-07,HCLTech,2069.27,2084.61,2052.01,2068.25,2345345
2016-11-07,Infosys,2177.79,2194.94,2147.94,2166.74,5283915
2016-11-07,TCS,4156.13,4200.0,4131.96,4139.28,2257042
2016-11-07,Wipro,642.07,643.48,633.52,639.97,4349667
2016-11-08,HCLTech,2078.53,2088.44,2049.47,2060.74,2728809
2016-11-08,Infosys,2145.96,2183.3,2120.27,2168.95,3247078
2016-11-08,TCS,4123.38,4176.68,4092.04,4145.97,3170707
2016-11-08,Wipro,643.65,653.03,641.16,646.82,3462728
2016-11-09,HCLTech,2058.77,2067.8,2055.2,2060.1,2322447
2016-11-09,Infosys,2161.53,2185.78,2145.76,2150.19,1776144
2016-11-09,TCS,4108.1,4125.68,4096.83,4105.77,1612115
2016-11-09,Wipro,647.68,658.62,643.47,653.94,3650993
2016-11-10,HCLTech,2052.07,2064.42,2048.16,2059.79,3781570
2016-11-10,Infosys,2132.38,2140.68,2115.18,2129.38,3399650
2016-11-10,TCS,4101.58,4116.4,4085.0,4109.15,1940767
2016-11-10,Wipro,676.01,682.73,672.9,680.64,3801748
2016-11-11,HCLTech,2073.73,2092.95,2047.29,2071.01,2289858
2016-11-11,Infosys,2112.91,2151.95,2098.89,2126.66,3673218
2016-11-11,TCS,4112.79,4154.48,4085.73,4117.6,1730474
2016-11-11,Wipro,685.02,687.11,676.39,680.48,4077159
2016-11-14,HCLTech,2061.99,2073.41,2055.67,2061.24,2524157
2016-11-14,Infosys,2155.49,2158.1,2133.5,2148.95,2773568
2016-11-14,TCS,4199.93,4250.82,4182.5,4211.92,1680637
2016-11-14,Wipro,680.74,690.19,677.89,682.35,3804232
2016-11-15,HCLTech,2033.86,2058.16,2026.14,2035.16,2276967
2016-11-15,Infosys,2148.04,2152.99,2140.42,2146.51,2777301
2016-11-15,TCS,4281.31,4319.27,4266.9,4283.6,1733517
2016-11-15,Wipro,688.84,697.1,684.61,687.86,4987179
2016-11-16,HCLTech,2049.73,2074.99,2034.73,2062.61,2215456
2016-11-16,Infosys,2191.73,2198.4,2170.67,2188.23,3187326
2016-11-16,TCS,4275.45,4289.31,4213.59,4250.72,2358345
2016-11-16,Wipro,695.66,705.34,692.88,700.2,3301142
2016-11-17,HCLTech,2029.01,2050.87,2022.8,2030.56,1964610
2016-11-17,Infosys,2178.65,2182.74,2166.3,2169.53,4070108
2016-11-17,TCS,4222.75,4286.43,4193.12,4239.6,1814003
2016-11-17,Wipro,713.66,715.84,708.91,711.96,2827431
2016-11-18,HCLTech,2002.31,2012.89,1995.96,2008.01,2974050
2016-11-18,Infosys,2177.97,2190.65,2154.14,2174.04,3264618
2016-11-18,TCS,4168.58,4222.81,4125.9,4183.96,3136193
2016-11-18,Wipro,714.42,719.02,709.16,715.63,5927859
2016-11-21,HCLTech,1974.5,1981.86,1970.95,1976.6,2272652
2016-11-21,Infosys,2150.93,2187.05,2133.09,2164.28,4287894
2016-11-21,TCS,4144.55,4195.85,4113.91,4161.58,2173509
2016-11-21,Wipro,716.79,719.18,709.34,714.78,3396663
2016-11-22,HCLTech,2000.87,2008.88,1970.2,1993.7,2216837
2016-11-22,Infosys,2177.74,2200.9,2167.65,2179.05,4012420
2016-11-22,TCS,4195.96,4230.2,4146.83,4173.19,1634186
2016-11-22,Wipro,723.08,730.84,715.04,725.27,4984683
2016-11-23,HCLTech,1990.17,2002.95,1974.91,1996.76,2144438
2016-11-23,Infosys,2143.53,2177.98,2118.07,2158.14,3056877
2016-11-23,TCS,4212.33,4264.66,4196.02,4218.47,1858567
2016-11-23,Wipro,726.15,730.08,720.02,723.85,4517741
2016-11-24,HCLTech,2019.48,2045.42,2005.7,2021.67,2763196
2016-11-24,Infosys,2214.08,2216.47,2185.71,2208.05,2337416
2016-11-24,TCS,4190.26,4237.58,4149.56,4190.6,1703658
2016-11-24,Wipro,704.47,710.46,698.67,706.81,3420688
2016-11-25,HCLTech,2004.93,2024.76,1978.08,1999.62,2611295
2016-11-25,Infosys,2175.85,2198.75,2148.11,2163.11,3058169
2016-11-25,TCS,4160.41,4197.15,4147.24,4165.69,2347053
2016-11-25,Wipro,687.19,694.29,679.2,687.54,3895025
2016-11-28,HCLTech,1962.3,1974.39,1947.51,1964.89,2613690
2016-11-28,Infosys,2196.01,2219.32,2169.88,2207.49,3555327
2016-11-28,TCS,4073.5,4108.45,4058.57,4085.63,1441077
2016-11-28,Wipro,682.32,691.41,678.13,683.49,3780678
2016-11-29,HCLTech,1977.87,1991.16,1945.14,1952.75,2232761
2016-11-29,Infosys,2203.02,2229.23,2180.7,2209.24,3238562
2016-11-29,TCS,4076.29,4099.71,4034.47,4079.31,1529524
2016-11-29,Wipro,684.64,686.81,677.98,684.53,4295510
2016-11-30,HCLTech,1950.16,1963.54,1935.71,1947.78,2836463
2016-11-30,Infosys,2215.06,2243.29,2209.48,2223.29,3632916
2016-11-30,TCS,4071.52,4112.28,4003.14,4040.12,1776842
2016-11-30,Wipro,716.47,720.46,706.87,715.22,3430852
2016-12-01,HCLTech,1941.64,1968.5,1929.5,1953.5,2277416
2016-12-01,Infosys,2254.2,2265.17,2237.29,2258.51,3803169
2016-12-01,TCS,4038.19,4070.86,3989.4,4020.52,2292714
2016-12-01,Wipro,710.99,718.13,704.1,713.21,3861250
2016-12-02,HCLTech,1900.19,1912.1,1889.97,1908.02,2636751
2016-12-02,Infosys,2285.14,2300.38,2264.33,2281.18,3558440
2016-12-02,TCS,3977.81,3995.89,3972.13,3988.51,2559365
2016-12-02,Wipro,712.81,715.99,711.46,713.34,3970309
2016-12-05,HCLTech,1912.01,1930.13,1894.25,1920.84,2528344
2016-12-05,Infosys,2256.39,2285.88,2237.93,2260.59,3028553
2016-12-05,TCS,3992.84,4003.08,3975.14,3984.71,2635981
2016-12-05,Wipro,708.54,712.38,705.5,707.71,4986122
2016-12-06,HCLTech,1889.26,1900.61,1885.1,1896.92,1854869
2016-12-06,Infosys,2282.47,2291.35,2250.39,2276.22,3550638
2016-12-06,TCS,3911.47,3964.48,3886.05,3921.73,2223555
2016-12-06,Wipro,717.45,718.61,712.13,715.16,3684267
2016-12-07,HCLTech,1884.72,1905.66,1874.6,1879.77,3901137
2016-12-07,Infosys,2337.51,2358.23,2312.15,2327.07,5004050
2016-12-07,TCS,3848.25,3911.36,3812.81,3869.84,1967117
2016-12-07,Wipro,717.96,719.34,711.82,718.3,3290908
2016-12-08,HCLTech,1900.55,1921.27,1890.86,1910.88,2916747
2016-12-08,Infosys,2312.36,2339.05,2297.43,2301.69,2375421
2016-12-08,TCS,3956.93,4002.32,3920.16,3944.24,2344500
2016-12-08,Wipro,705.66,716.47,699.75,709.62,3587126
2016-12-09,HCLTech,1850.31,1869.99,1847.01,1853.31,2695416
2016-12-09,Infosys,2349.13,2371.91,2334.39,2360.19,3527566
2016-12-09,TCS,3912.6,3934.92,3893.68,3898.32,1590815
2016-12-09,Wipro,696.73,700.02,694.6,696.35,4304668
2016-12-12,HCLTech,1872.1,1892.94,1839.57,1861.65,2781856
2016-12-12,Infosys,2384.2,2396.75,2347.45,2370.36,4616105
2016-12-12,TCS,3872.28,3909.55,3847.86,3859.54,1382945
2016-12-12,Wipro,693.78,699.87,686.75,690.85,2806607
2016-12-13,HCLTech,1865.16,1878.15,1853.12,1869.92,3919552
2016-12-13,Infosys,2371.85,2386.03,2345.63,2357.29,2530034
2016-12-13,TCS,3917.57,3963.04,3888.28,3923.37,2182508
2016-12-13,Wipro,674.3,681.28,670.49,679.98,5082266
2016-12-14,HCLTech,1854.63,1858.28,1845.68,1848.54,3263775
2016-12-14,Infosys,2346.63,2369.86,2328.35,2331.38,3909348
2016-12-14,TCS,4024.65,4044.77,3989.89,4026.76,1635602
2016-12-14,Wipro,671.09,682.37,665.32,676.7,4015752
2016-12-15,HCLTech,1821.86,1845.57,1807.85,1836.94,2787832
2016-12-15,Infosys,2322.82,2337.91,2312.75,2324.36,4015228
2016-12-15,TCS,3993.4,4003.78,3978.53,3983.98,1974047
2016-12-15,Wipro,675.13,683.51,672.52,677.96,4362030
2016-12-16,HCLTech,1865.15,1884.2,1847.26,1868.54,2256578
2016-12-16,Infosys,2262.53,2284.1,2243.29,2269.69,2381621
2016-12-16,TCS,3975.15,4022.72,3964.39,3970.25,2048427
2016-12-16,Wipro,670.59,678.14,668.17,671.41,4179247
2016-12-19,HCLTech,1912.21,1933.0,1901.72,1920.53,2328916
2016-12-19,Infosys,2248.32,2265.41,2243.95,2257.64,3689987
2016-12-19,TCS,3976.98,3987.22,3961.57,3981.91,2101751
2016-12-19,Wipro,679.27,690.98,674.13,688.74,3500206
2016-12-20,HCLTech,1952.15,1955.71,1937.03,1949.28,1812777
2016-12-20,Infosys,2239.36,2276.46,2227.86,2249.75,3030984
2016-12-20,TCS,4023.2,4074.38,4015.48,4043.77,2412601
2016-12-20,Wipro,705.32,710.3,701.43,702.78,3221524
2016-12-21,HCLTech,1991.22,2004.89,1973.89,2001.34,2415375
2016-12-21,Infosys,2220.27,2244.29,2214.69,2220.17,3161547
2016-12-21,TCS,4008.87,4041.55,3979.53,4007.43,2362126
2016-12-21,Wipro,698.59,707.02,692.75,699.39,3477099
2016-12-22,HCLTech,2002.18,2019.59,1974.9,1981.97,2967972
2016-12-22,Infosys,2247.39,2264.48,2225.44,2239.4,2998643
2016-12-22,TCS,4011.62,4045.72,3988.57,3998.01,2079540
2016-12-22,Wipro,676.78,689.23,672.83,686.88,2959701
2016-12-23,HCLTech,1923.01,1956.16,1908.45,1938.52,2951274
2016-12-23,Infosys,2245.04,2271.01,2227.05,2232.76,4160722
2016-12-23,TCS,4010.32,4040.83,3977.72,4025.48,1830783
2016-12-23,Wipro,681.24,687.66,676.54,686.03,4288534
2016-12-26,HCLTech,1947.81,1952.1,1921.62,1937.0,2940973
2016-12-26,Infosys,2210.5,2233.97,2205.64,2215.01,3129041
2016-12-26,TCS,4048.8,4084.99,4002.08,4040.66,2043572
2016-12-26,Wipro,682.61,687.18,675.91,683.91,3871893
2016-12-27,HCLTech,1967.3,1986.46,1939.55,1958.85,2345359
2016-12-27,Infosys,2205.25,2231.09,2186.12,2205.61,2916802
2016-12-27,TCS,4030.61,4044.24,3979.39,4026.41,1775185
2016-12-27,Wipro,675.08,690.59,673.06,682.66,2943001
2016-12-28,HCLTech,1911.45,1920.62,1887.93,1908.55,2902928
2016-12-28,Infosys,2213.29,2220.4,2207.23,2214.26,2926700
2016-12-28,TCS,4030.47,4071.26,3974.99,4020.96,1922951
2016-12-28,Wipro,681.46,683.32,675.07,677.31,3535989
2016-12-29,HCLTech,1884.36,1887.66,1862.48,1883.86,3065921
2016-12-29,Infosys,2209.52,2223.14,2203.55,2215.43,2989041
2016-12-29,TCS,3981.83,3995.41,3955.0,3970.91,3376304
2016-12-29,Wipro,664.95,666.49,656.92,664.17,4557259
2016-12-30,HCLTech,1879.39,1888.17,1857.93,1862.38,1665492
2016-12-30,Infosys,2202.9,2226.55,2179.59,2196.1,2578592
2016-12-30,TCS,3953.16,3996.14,3947.93,3961.82,2074219
2016-12-30,Wipro,666.97,674.95,658.04,664.12,5180486
2017-01-02,HCLTech,1894.41,1911.52,1852.93,1871.61,2763217
2017-01-02,Infosys,2202.0,2214.37,2195.39,2198.65,2911661
2017-01-02,TCS,3931.66,3989.74,3913.48,3951.74,2188455
2017-01-02,Wipro,655.22,662.99,652.67,659.48,3094163
2017-01-03,HCLTech,1875.58,1892.91,1859.77,1877.49,3942131
2017-01-03,Infosys,2197.85,2209.02,2193.55,2196.54,3276201
2017-01-03,TCS,3952.76,3971.6,3918.01,3959.41,1736811
2017-01-03,Wipro,657.62,659.36,650.06,655.92,6163052
2017-01-04,HCLTech,1858.57,1870.27,1847.71,1857.14,2452771
2017-01-04,Infosys,2169.22,2189.39,2153.51,2165.96,3469557
2017-01-04,TCS,3950.14,3964.43,3932.56,3939.09,2452632
2017-01-04,Wipro,653.84,661.26,649.9,656.57,3301614
2017-01-05,HCLTech,1856.7,1869.32,1835.99,1861.73,1570112
2017-01-05,Infosys,2163.31,2180.47,2146.9,2157.72,4071284
2017-01-05,TCS,3948.51,3993.11,3928.94,3955.26,2328447
2017-01-05,Wipro,654.5,656.05,649.4,655.29,2844370
2017-01-06,HCLTech,1821.58,1842.3,1802.52,1832.05,2209971
2017-01-06,Infosys,2177.56,2187.98,2156.84,2172.03,3358003
2017-01-06,TCS,3982.18,3998.66,3965.14,3990.9,2331746
2017-01-06,Wipro,657.15,660.88,649.36,655.69,5684741
2017-01-09,HCLTech,1825.2,1834.69,1803.73,1821.06,1808691
2017-01-09,Infosys,2178.55,2197.99,2152.57,2186.24,2910302
2017-01-09,TCS,3973.05,4008.29,3959.49,3995.91,2087830
2017-01-09,Wipro,650.28,651.48,649.31,650.57,3248284
2017-01-10,HCLTech,1791.21,1800.69,1786.1,1789.02,2290200
2017-01-10,Infosys,2187.69,2199.7,2166.87,2179.47,2614159
2017-01-10,TCS,4030.2,4054.42,3972.87,4008.01,2459566
2017-01-10,Wipro,657.69,662.43,649.29,654.35,5425233
2017-01-11,HCLTech,1771.16,1796.6,1765.95,1785.19,2035411
2017-01-11,Infosys,2198.85,2204.11,2180.38,2196.49,3394132
2017-01-11,TCS,4019.81,4064.96,3976.29,4009.37,2579212
2017-01-11,Wipro,646.07,651.15,642.45,645.5,3501933
2017-01-12,HCLTech,1769.18,1779.81,1745.64,1765.23,3132033
2017-01-12,Infosys,2166.13,2177.73,2142.06,2170.08,3125757
2017-01-12,TCS,4018.55,4047.41,3981.2,4008.82,2116506
2017-01-12,Wipro,630.71,633.21,626.49,632.55,3772256
2017-01-13,HCLTech,1784.79,1788.59,1761.28,1782.32,3038045
2017-01-13,Infosys,2146.9,2161.75,2131.25,2144.79,3146489
2017-01-13,TCS,3994.49,4015.52,3938.45,3982.33,1954676
2017-01-13,Wipro,625.38,629.53,618.96,622.07,3081053
2017-01-16,HCLTech,1776.37,1789.08,1769.17,1781.61,2784613
2017-01-16,Infosys,2140.72,2161.27,2117.12,2137.63,3372508
2017-01-16,TCS,4000.43,4047.48,3984.64,3993.17,2391836
2017-01-16,Wipro,618.21,625.25,607.15,614.12,5164364
2017-01-17,HCLTech,1770.12,1780.21,1762.95,1775.91,3322633
2017-01-17,Infosys,2185.58,2197.84,2160.37,2175.67,3550287
2017-01-17,TCS,3986.09,4013.5,3975.54,3989.16,1669162
2017-01-17,Wipro,599.97,603.2,595.1,599.64,5024414
2017-01-18,HCLTech,1824.16,1838.06,1806.33,1820.37,2322015
2017-01-18,Infosys,2169.68,2190.6,2152.3,2179.23,3377371
2017-01-18,TCS,4062.42,4087.97,4041.22,4064.52,1732482
2017-01-18,Wipro,586.17,592.91,575.26,581.25,3505020
2017-01-19,HCLTech,1844.61,1855.04,1826.77,1830.13,2638528
2017-01-19,Infosys,2183.46,2201.27,2146.9,2171.35,3092708
2017-01-19,TCS,4116.43,4144.77,4082.62,4121.98,1978793
2017-01-19,Wipro,585.28,592.95,583.04,586.15,3940537
2017-01-20,HCLTech,1824.25,1839.56,1806.95,1820.69,4032529
2017-01-20,Infosys,2211.47,2217.51,2209.03,2211.25,2726106
2017-01-20,TCS,4170.3,4188.79,4105.13,4135.83,1411814
2017-01-20,Wipro,598.87,601.53,595.87,599.35,4566344
2017-01-23,HCLTech,1812.77,1816.33,1784.8,1805.85,2922874
2017-01-23,Infosys,2198.29,2214.39,2174.3,2202.96,2830897
2017-01-23,TCS,4114.26,4133.12,4099.61,4107.07,2360010
2017-01-23,Wipro,605.01,609.46,599.15,605.0,3640101
2017-01-24,HCLTech,1768.99,1784.73,1761.44,1776.22,2921422
2017-01-24,Infosys,2257.05,2269.58,2242.43,2262.14,3791655
2017-01-24,TCS,4059.78,4100.54,4012.92,4065.71,1649652
2017-01-24,Wipro,598.87,605.44,596.73,599.36,5254782
2017-01-25,HCLTech,1770.97,1779.87,1754.73,1774.57,2230002
2017-01-25,Infosys,2238.19,2265.98,2221.01,2247.62,2940070
2017-01-25,TCS,4115.14,4121.1,4091.21,4109.11,1820022
2017-01-25,Wipro,579.61,585.86,572.66,580.75,3916208
2017-01-26,HCLTech,1787.55,1791.15,1770.16,1782.23,2392159
2017-01-26,Infosys,2203.67,2224.8,2190.55,2219.84,2444748
2017-01-26,TCS,4105.33,4153.43,4085.02,4118.43,1916482
2017-01-26,Wipro,579.77,587.83,574.98,582.38,3605276
2017-01-27,HCLTech,1723.6,1751.61,1716.43,1735.11,2127441
2017-01-27,Infosys,2221.07,2234.23,2206.19,2214.76,4035239
2017-01-27,TCS,4155.52,4168.88,4103.37,4135.88,2015776
2017-01-27,Wipro,561.88,567.6,555.78,565.41,2914584
2017-01-30,HCLTech,1704.04,1708.2,1692.89,1702.32,3638945
2017-01-30,Infosys,2225.96,2242.78,2203.7,2207.51,2650306
2017-01-30,TCS,4062.62,4092.36,4016.32,4071.09,1867156
2017-01-30,Wipro,564.56,570.83,562.96,564.17,3088087
2017-01-31,HCLTech,1694.18,1699.13,1678.15,1690.09,1903833
2017-01-31,Infosys,2170.81,2207.83,2146.07,2185.6,3222637
2017-01-31,TCS,4111.36,4122.1,4070.85,4104.87,1973232
2017-01-31,Wipro,559.97,561.98,552.67,555.76,4499670
2017-02-01,HCLTech,1664.03,1672.72,1648.43,1664.34,3121579
2017-02-01,Infosys,2245.32,2274.52,2227.67,2254.3,3530302
2017-02-01,TCS,4135.24,4164.52,4073.98,4121.38,1976290
2017-02-01,Wipro,535.81,540.15,530.57,533.07,4192863
2017-02-02,HCLTech,1668.01,1675.05,1653.83,1665.4,2920444
2017-02-02,Infosys,2269.48,2295.29,2238.33,2262.33,3202060
2017-02-02,TCS,4085.06,4121.92,4067.61,4080.11,1828948
2017-02-02,Wipro,548.47,554.35,540.74,547.13,4708815
2017-02-03,HCLTech,1670.19,1688.76,1651.05,1669.72,1886717
2017-02-03,Infosys,2273.93,2293.65,2264.38,2274.37,1949403
2017-02-03,TCS,4063.79,4083.7,4030.86,4062.58,1713448
2017-02-03,Wipro,538.79,541.46,533.19,534.57,3574140
2017-02-06,HCLTech,1661.86,1686.73,1658.06,1666.93,3267394
2017-02-06,Infosys,2269.15,2280.14,2252.04,2261.21,3459930
2017-02-06,TCS,4072.14,4083.53,4030.8,4072.0,2482936
2017-02-06,Wipro,530.9,534.66,525.94,530.84,2880700
2017-02-07,HCLTech,1670.23,1689.39,1650.97,1679.9,2468897
2017-02-07,Infosys,2244.07,2253.0,2233.54,2245.03,4172199
2017-02-07,TCS,4073.0,4087.94,4046.12,4073.72,1312936
2017-02-07,Wipro,526.0,533.84,521.82,529.29,3622020
2017-02-08,HCLTech,1665.56,1671.65,1653.81,1666.3,1996376
2017-02-08,Infosys,2266.75,2275.97,2258.72,2272.28,3745133
2017-02-08,TCS,4055.48,4103.47,4035.26,4062.85,1919383
2017-02-08,Wipro,523.36,530.4,517.94,524.51,6012731
2017-02-09,HCLTech,1676.02,1686.88,1656.49,1665.34,2796609
2017-02-09,Infosys,2224.41,2235.54,2210.0,2226.52,2092484
2017-02-09,TCS,4053.18,4074.93,4005.22,4058.92,1820966
2017-02-09,Wipro,528.41,531.74,522.2,528.61,3298043
2017-02-10,HCLTech,1650.49,1661.14,1639.21,1642.23,2205633
2017-02-10,Infosys,2173.83,2201.19,2149.27,2195.69,4896886
2017-02-10,TCS,4068.54,4107.28,4039.29,4049.62,2174732
2017-02-10,Wipro,519.62,525.28,514.5,521.3,3970963
2017-02-13,HCLTech,1646.13,1659.02,1639.12,1648.92,2495587
2017-02-13,Infosys,2178.22,2199.78,2155.05,2188.7,2454640
2017-02-13,TCS,4053.72,4073.93,4031.34,4055.1,1495242
2017-02-13,Wipro,526.62,527.97,522.62,524.6,2468425
2017-02-14,HCLTech,1647.86,1652.84,1638.27,1650.82,2349873
2017-02-14,Infosys,2232.88,2252.37,2209.67,2224.01,2579168
2017-02-14,TCS,4098.96,4121.75,4055.48,4109.11,1809752
2017-02-14,Wipro,530.44,531.35,521.95,527.32,3604991
2017-02-15,HCLTech,1620.01,1627.42,1601.69,1623.5,2180790
2017-02-15,Infosys,2224.69,2243.85,2202.88,2213.58,3741648
2017-02-15,TCS,4008.74,4051.41,3965.03,4015.27,1959472
2017-02-15,Wipro,508.54,514.76,505.08,514.12,3682188
2017-02-16,HCLTech,1616.67,1624.29,1601.6,1620.15,2049981
2017-02-16,Infosys,2237.41,2247.47,2207.04,2224.23,3503348
2017-02-16,TCS,4020.65,4045.39,3959.52,4006.74,2477281
2017-02-16,Wipro,515.55,519.25,511.33,516.03,4274485
2017-02-17,HCLTech,1621.76,1629.66,1616.81,1619.48,3049197
2017-02-17,Infosys,2228.68,2243.38,2207.35,2224.56,3251829
2017-02-17,TCS,4021.71,4027.12,3970.09,4013.16,2137387
2017-02-17,Wipro,496.89,509.6,494.86,506.06,3753560
2017-02-20,HCLTech,1634.51,1646.59,1618.57,1626.06,2774544
2017-02-20,Infosys,2237.73,2266.68,2218.66,2259.03,2855564
2017-02-20,TCS,4031.07,4077.66,4017.68,4023.96,1578459
2017-02-20,Wipro,495.0,496.25,490.06,495.29,2952279
2017-02-21,HCLTech,1651.75,1669.35,1623.07,1633.54,2739139
2017-02-21,Infosys,2210.2,2230.58,2194.97,2216.1,4175867
2017-02-21,TCS,4007.39,4021.17,3962.4,4010.64,1814213
2017-02-21,Wipro,497.31,499.12,494.38,497.63,3502625
2017-02-22,HCLTech,1610.79,1622.95,1594.12,1617.35,2417335
2017-02-22,Infosys,2247.88,2262.74,2232.51,2235.41,3174930
2017-02-22,TCS,3955.03,3974.36,3925.35,3947.89,2387764
2017-02-22,Wipro,499.29,501.25,488.85,493.73,3840105
2017-02-23,HCLTech,1640.21,1655.76,1619.39,1634.98,2626811
2017-02-23,Infosys,2245.0,2254.68,2225.65,2229.74,2339617
2017-02-23,TCS,3951.74,3980.48,3919.47,3959.76,1573011
2017-02-23,Wipro,501.45,506.87,493.98,496.81,3277434
2017-02-24,HCLTech,1651.65,1657.41,1641.7,1647.27,2244091
2017-02-24,Infosys,2267.25,2275.99,2227.91,2254.31,4094361
2017-02-24,TCS,4018.76,4047.72,3997.31,4022.05,1968788
2017-02-24,Wipro,502.94,503.99,496.1,499.99,3374076
2017-02-27,HCLTech,1628.28,1633.13,1625.75,1630.92,2236363
2017-02-27,Infosys,2229.76,2258.25,2209.22,2231.97,3343465
2017-02-27,TCS,3979.32,4017.68,3927.71,3967.18,1996355
2017-02-27,Wipro,484.13,490.18,483.1,487.07,4890677
2017-02-28,HCLTech,1597.27,1618.4,1593.35,1605.32,3660351
2017-02-28,Infosys,2220.14,2247.78,2194.76,2232.36,3999431
2017-02-28,TCS,4009.49,4013.77,3969.14,3998.47,1851489
2017-02-28,Wipro,490.22,498.15,489.23,493.37,3530073
2017-03-01,HCLTech,1593.27,1598.63,1580.73,1591.13,3103156
2017-03-01,Infosys,2228.99,2245.38,2218.44,2229.37,3588235
2017-03-01,TCS,3974.71,4031.91,3933.77,3987.02,3429098
2017-03-01,Wipro,492.27,500.92,486.62,495.68,4367913
2017-03-02,HCLTech,1575.27,1592.78,1555.89,1558.99,2323839
2017-03-02,Infosys,2202.63,2205.02,2187.33,2202.49,5162780
2017-03-02,TCS,3974.5,4017.53,3962.06,3985.23,1841537
2017-03-02,Wipro,494.99,499.26,485.85,490.26,3860907
2017-03-03,HCLTech,1565.93,1583.58,1558.01,1563.87,1927605
2017-03-03,Infosys,2183.03,2189.58,2158.87,2168.72,3007643
2017-03-03,TCS,3949.44,3994.68,3936.1,3948.08,2188245
2017-03-03,Wipro,486.05,490.76,484.64,488.84,3127711
2017-03-06,HCLTech,1584.23,1593.78,1568.33,1590.35,1850200
2017-03-06,Infosys,2155.56,2166.18,2129.82,2153.5,3210316
2017-03-06,TCS,3958.16,3997.71,3913.69,3936.7,1715812
2017-03-06,Wipro,494.25,496.6,490.5,495.45,3742303
2017-03-07,HCLTech,1621.45,1627.8,1612.66,1622.7,2290285
2017-03-07,Infosys,2156.87,2181.95,2147.74,2156.72,3695503
2017-03-07,TCS,3959.6,4028.21,3955.43,3983.56,2222642
2017-03-07,Wipro,489.62,493.75,484.92,492.4,4239695
2017-03-08,HCLTech,1589.63,1603.83,1570.62,1598.53,2656613
2017-03-08,Infosys,2137.76,2144.02,2118.65,2137.1,3011361
2017-03-08,TCS,4008.6,4039.11,3970.56,4005.09,2380486
2017-03-08,Wipro,507.27,516.15,503.42,511.3,5661283
2017-03-09,HCLTech,1616.8,1634.63,1601.59,1616.65,2662285
2017-03-09,Infosys,2132.14,2141.38,2122.33,2128.56,3757216
2017-03-09,TCS,4051.06,4088.72,4033.82,4068.66,1778115
2017-03-09,Wipro,526.1,528.34,521.89,525.0,3427549
2017-03-10,HCLTech,1624.43,1627.45,1612.66,1619.0,2678281
2017-03-10,Infosys,2086.35,2111.16,2076.38,2080.87,1774765
2017-03-10,TCS,4104.48,4136.84,4075.22,4112.69,1978238
2017-03-10,Wipro,526.41,528.9,520.55,525.91,3932380
2017-03-13,HCLTech,1560.73,1580.54,1559.04,1566.03,2779735
2017-03-13,Infosys,2065.29,2084.62,2059.69,2071.59,3153756
2017-03-13,TCS,4124.98,4163.74,4117.68,4129.72,1672118
2017-03-13,Wipro,516.27,525.09,515.47,523.56,4797576
2017-03-14,HCLTech,1534.54,1565.71,1524.11,1559.22,2112430
2017-03-14,Infosys,2087.88,2106.62,2073.63,2097.17,3134759
2017-03-14,TCS,4190.3,4219.75,4178.24,4195.85,1590846
2017-03-14,Wipro,517.37,524.65,513.25,521.63,5146923
2017-03-15,HCLTech,1552.14,1563.63,1536.45,1550.03,3515078
2017-03-15,Infosys,2127.21,2144.18,2093.24,2115.0,3112131
2017-03-15,TCS,4206.24,4251.44,4173.21,4213.32,2460848
2017-03-15,Wipro,516.67,519.09,512.64,515.84,3513145
2017-03-16,HCLTech,1573.16,1581.68,1563.46,1577.03,2499358
2017-03-16,Infosys,2098.32,2126.48,2073.16,2112.83,2685227
2017-03-16,TCS,4245.84,4254.38,4227.23,4245.75,1790235
2017-03-16,Wipro,516.6,519.38,512.4,516.84,3877287
2017-03-17,HCLTech,1552.7,1573.81,1535.67,1558.43,2757928
2017-03-17,Infosys,2133.7,2158.31,2102.44,2119.08,3835789
2017-03-17,TCS,4228.26,4278.3,4214.04,4235.39,1234202
2017-03-17,Wipro,521.78,523.82,519.59,523.1,4996979
2017-03-20,HCLTech,1565.46,1584.46,1550.67,1571.29,2280217
2017-03-20,Infosys,2081.43,2102.22,2067.13,2098.2,2892906
2017-03-20,TCS,4219.47,4252.71,4204.63,4238.95,2846865
2017-03-20,Wipro,512.34,515.46,508.97,510.39,4430819
2017-03-21,HCLTech,1572.57,1574.51,1558.94,1569.49,2767126
2017-03-21,Infosys,2134.37,2160.36,2113.76,2139.62,3330777
2017-03-21,TCS,4223.85,4271.94,4199.32,4213.49,1703573
2017-03-21,Wipro,511.51,517.33,505.51,516.18,4918399
2017-03-22,HCLTech,1535.53,1544.16,1533.68,1538.61,3938917
2017-03-22,Infosys,2202.49,2211.45,2189.79,2193.52,3176303
