Employee_ID,Age,Monthly_Income,Years_at_Company,Job_Level,Overtime,Job_Satisfaction,Work_Life_Balance,Performance_Score,Distance_from_Home_km,Training_Hours_Last_Year,Promotions_Last_5_Years,Salary_Hike_Percent,Stock_Option,Business_Travel,Department,Education_Level,Job_Role,Marital_Status,Monthly_Working_Hours,Projects_Handled,Late_Days_Last_3_Months,Absence_Days_Last_Year,Commute_Time_Minutes,Employee_Engagement_Score,Manager_Rating,Internal_Transfers,Remote_Work_Days_Per_Week,Certifications,Team_Size,Attrition
EMP03575,47,69233.0,1.2,1,No,5,1,3.4,19,7,0,13,No,Rarely,Sales,MBA,Specialist,Married,150.0,4,1,6,53.0,2.6,1.9,0,2,1,9,0
EMP03576,50,25964.0,2.9,2,No,2,4,3.4,3,12,0,20,No,Frequent,Marketing,MBA,Specialist,Single,230.0,6,3,4,45.0,2.6,3.7,0,0,0,14,1
EMP03577,60,67997.0,4.3,1,No,1,3,2.3,25,4,1,13,No,Rarely,IT,Bachelor,Associate,Single,153.0,7,1,4,58.0,3.7,1.7,0,2,0,8,0
EMP03578,36,46055.0,5.9,3,No,3,5,3.8,11,4,0,9,No,Rarely,Sales,MBA,Executive,Married,148.0,6,2,2,42.0,2.5,3.2,1,3,1,11,1
EMP03579,56,55505.0,3.2,2,Yes,1,4,4.4,38,12,1,11,No,Rarely,Operations,Master,Specialist,Married,143.0,9,2,4,56.0,3.0,4.4,0,5,0,15,1
EMP03580,30,71434.0,2.4,2,Yes,2,1,4.0,20,2,0,17,No,Never,IT,Bachelor,Analyst,Married,206.0,2,1,3,48.0,2.9,3.4,0,2,1,5,1
EMP03581,40,25887.0,5.2,4,Yes,2,1,3.1,33,18,1,10,No,Never,Sales,PhD,Executive,Divorced,192.0,7,0,2,86.0,2.3,2.6,0,1,0,4,1
EMP03582,45,62051.0,3.7,4,Yes,2,3,4.7,9,3,1,7,Yes,Frequent,IT,Master,Analyst,Married,180.0,5,0,2,41.0,3.3,3.7,0,3,5,12,1
EMP03583,45,68066.0,5.6,2,No,2,1,2.5,9,0,1,18,No,Rarely,IT,PhD,Executive,Married,138.0,4,1,4,60.0,3.2,2.2,1,2,1,11,1
EMP03584,37,75028.0,6.3,4,No,5,5,3.1,40,7,0,20,Yes,Never,Marketing,MBA,Manager,Married,185.0,4,1,9,30.0,4.7,3.8,0,5,0,8,0
EMP03585,41,61864.0,11.7,5,No,5,5,3.3,40,10,3,10,No,Never,Sales,MBA,Specialist,Divorced,185.0,4,3,4,63.0,3.0,3.5,1,1,0,9,1
EMP03586,32,41135.0,1.5,3,No,2,3,4.0,10,16,2,5,No,Never,Sales,MBA,Analyst,Single,175.0,6,0,3,42.0,3.5,3.3,0,1,2,4,0
EMP03587,52,108689.0,5.8,4,No,4,4,2.1,15,15,0,11,No,Never,Operations,Master,Executive,Married,135.0,5,1,0,65.0,2.0,3.3,0,4,2,16,0
EMP03588,55,59093.0,0.4,1,Yes,2,4,3.1,7,12,1,11,No,Rarely,HR,PhD,Consultant,Single,154.0,12,2,2,29.0,2.6,3.6,0,5,1,9,1
EMP03589,43,67355.0,2.7,2,No,1,2,3.4,5,9,4,5,No,Never,Operations,Bachelor,Analyst,Single,132.0,4,0,2,84.0,2.1,2.3,1,4,1,4,0
EMP03590,59,125838.0,4.6,4,No,3,3,2.7,20,11,0,18,No,Frequent,Marketing,Bachelor,Consultant,Single,186.0,3,3,5,40.0,4.7,3.3,0,1,2,6,1
EMP03591,35,34512.0,3.2,1,No,1,1,3.6,28,3,1,20,No,Rarely,Marketing,Bachelor,Consultant,Single,139.0,2,3,3,78.0,2.2,2.9,0,2,0,17,1
EMP03592,52,48191.0,1.8,1,No,3,3,2.7,29,14,1,11,No,Rarely,Sales,Master,Specialist,Married,218.0,6,4,2,42.0,3.5,3.9,0,0,0,11,0
EMP03593,38,81032.0,1.7,3,No,1,2,3.2,23,13,0,5,No,Never,Operations,MBA,Associate,Single,144.0,10,3,3,37.0,4.0,3.6,1,5,1,13,0
EMP03594,56,62935.0,3.6,1,Yes,5,4,2.7,20,8,2,17,No,Never,IT,Bachelor,Consultant,Single,195.0,9,2,3,75.0,4.4,3.7,0,1,1,3,1
EMP03595,60,55675.0,2.3,3,Yes,1,5,4.6,5,2,0,12,No,Never,IT,MBA,Specialist,Single,158.0,4,1,2,34.0,4.2,1.9,0,5,0,13,0
EMP03596,44,81429.0,6.6,4,No,2,2,3.0,11,10,0,8,Yes,Rarely,Operations,Master,Specialist,Married,174.0,7,1,2,88.0,2.3,2.7,1,4,1,19,0
EMP03597,56,41366.0,10.3,5,Yes,4,1,3.8,18,17,0,20,Yes,Never,Sales,Master,Consultant,Single,170.0,6,4,3,45.0,3.6,3.8,0,2,1,12,1
EMP03598,31,54469.0,1.8,2,No,1,1,3.2,21,9,0,6,No,Frequent,IT,MBA,Specialist,Married,193.0,7,0,0,69.0,4.0,4.5,1,1,1,19,0
EMP03599,35,58930.0,7.6,5,No,4,1,3.5,6,16,0,12,Yes,Rarely,Marketing,Master,Specialist,Single,163.0,5,2,3,58.0,2.5,2.6,0,2,1,8,1
EMP03600,54,40023.0,3.7,1,Yes,1,3,4.0,2,18,0,17,No,Never,Sales,MBA,Executive,Married,229.0,4,3,2,61.0,3.1,2.6,0,1,2,20,1
EMP03601,47,65481.0,12.0,4,No,2,1,4.2,5,18,0,11,No,Frequent,IT,Master,Analyst,Married,176.0,8,1,2,45.0,2.4,3.8,0,5,1,16,0
EMP03602,50,60828.0,11.7,5,Yes,3,1,2.8,11,9,0,16,No,Rarely,HR,MBA,Executive,Single,166.0,6,1,3,10.0,3.4,1.9,1,0,2,15,1
EMP03603,49,27633.0,2.8,1,No,4,3,3.8,33,17,1,19,No,Rarely,Finance,Master,Consultant,Married,187.0,3,3,1,53.0,3.7,3.3,0,5,2,8,1
EMP03604,26,74152.0,6.7,4,No,1,3,3.0,3,15,0,14,No,Rarely,Operations,Bachelor,Specialist,Single,174.0,7,2,3,34.0,2.9,3.2,1,1,0,19,1
EMP03605,30,38352.0,3.2,3,No,2,5,3.4,13,14,1,17,No,Rarely,Finance,PhD,Analyst,Single,183.0,7,2,2,72.0,4.3,3.7,0,2,1,15,1
EMP03606,60,65455.0,3.0,2,No,1,2,3.0,21,15,0,17,No,Rarely,Sales,Bachelor,Specialist,Divorced,167.0,7,1,1,56.0,4.4,3.3,2,4,3,16,1
EMP03607,42,58770.0,6.2,3,No,1,4,3.7,2,20,1,10,No,Frequent,IT,PhD,Executive,Single,163.0,1,1,2,61.0,3.0,3.6,1,5,1,14,0
EMP03608,58,41771.0,0.7,2,No,2,3,3.3,30,6,0,11,No,Never,Operations,MBA,Analyst,Married,166.0,3,3,3,58.0,3.5,2.8,1,3,0,12,1
EMP03609,22,48221.0,6.3,2,Yes,1,1,4.4,8,8,0,9,Yes,Never,Operations,Bachelor,Specialist,Married,189.0,6,5,6,30.0,2.3,2.1,1,5,0,11,1
EMP03610,35,36311.0,0.8,1,No,3,3,3.3,20,10,1,20,No,Never,Operations,Bachelor,Consultant,Married,165.0,8,0,2,63.0,3.7,3.3,0,2,3,7,0
EMP03611,47,70381.0,5.7,3,No,3,4,4.5,8,5,2,16,No,Frequent,Sales,MBA,Specialist,Married,197.0,8,1,6,64.0,3.9,3.4,0,3,1,15,0
EMP03612,38,80022.0,9.7,4,No,4,2,3.4,20,16,1,16,No,Rarely,Marketing,Bachelor,Associate,Married,178.0,6,4,4,21.0,1.9,3.7,0,0,2,5,0
EMP03613,54,76867.0,5.9,2,No,4,3,3.4,20,6,0,10,No,Rarely,Operations,Bachelor,Executive,Single,137.0,6,3,3,30.0,3.7,4.2,1,2,1,12,0
EMP03614,37,50642.0,1.6,1,No,5,5,1.9,7,7,3,16,No,Never,Sales,Master,Manager,Married,158.0,4,5,3,30.0,4.1,2.1,0,1,1,4,0
EMP03615,51,33808.0,7.9,4,Yes,3,1,2.1,9,20,2,13,No,Never,IT,Bachelor,Analyst,Married,179.0,5,3,1,29.0,2.3,2.0,0,2,1,5,0
EMP03616,41,50165.0,9.2,3,No,4,1,3.4,33,9,1,16,No,Never,Marketing,Master,Associate,Single,182.0,8,0,2,10.0,3.2,2.5,0,5,1,11,1
EMP03617,55,41897.0,3.3,1,No,2,3,3.2,9,12,0,11,No,Rarely,Finance,Bachelor,Executive,Single,138.0,2,4,3,10.0,4.3,2.0,0,5,1,12,1
EMP03618,31,83846.0,2.3,2,Yes,4,3,2.7,23,3,1,14,No,Rarely,Sales,Bachelor,Consultant,Single,164.0,3,1,2,18.0,1.7,3.4,0,1,3,8,0
EMP03619,50,51679.0,0.6,2,No,5,5,4.4,9,15,0,5,No,Rarely,Operations,Bachelor,Associate,Married,164.0,6,1,1,39.0,4.0,3.2,0,1,1,18,0
EMP03620,27,34321.0,2.7,2,Yes,3,1,3.0,21,3,1,9,Yes,Rarely,Sales,Master,Executive,Married,149.0,4,3,2,37.0,2.8,2.4,0,2,1,17,1
EMP03621,35,67675.0,1.1,1,Yes,2,3,3.1,10,17,0,6,No,Rarely,Operations,MBA,Manager,Married,172.0,5,2,3,69.0,3.4,2.3,1,3,0,6,0
EMP03622,58,38369.0,4.9,2,No,3,2,3.0,7,4,0,13,No,Frequent,Finance,Master,Associate,Single,131.0,8,3,4,23.0,2.9,2.3,1,0,2,11,0
EMP03623,24,53162.0,4.7,3,Yes,4,3,4.2,40,1,0,15,No,Rarely,IT,Bachelor,Executive,Married,174.0,9,3,3,32.0,2.9,4.1,0,5,3,11,1
EMP03624,47,94323.0,3.0,3,Yes,4,1,3.0,32,1,0,13,Yes,Never,Operations,Master,Specialist,Single,120.0,6,0,2,48.0,1.7,3.7,0,3,2,16,1
EMP03625,29,98109.0,2.7,3,No,2,5,2.9,32,3,1,18,Yes,Never,Finance,Master,Consultant,Married,123.0,8,0,2,25.0,3.4,3.7,0,3,1,18,0
EMP03626,60,56477.0,3.2,2,Yes,4,1,3.8,11,7,0,18,No,Never,Operations,Master,Consultant,Married,171.0,7,1,1,58.0,2.8,4.5,0,0,2,5,1
EMP03627,37,38956.0,6.0,4,Yes,3,4,3.4,5,19,0,17,No,Rarely,HR,Master,Executive,Married,198.0,10,2,2,54.0,3.3,1.9,1,5,0,6,1
EMP03628,48,51939.0,1.8,1,Yes,1,3,2.7,15,12,0,8,No,Frequent,HR,Bachelor,Analyst,Married,170.0,2,2,3,13.0,1.8,3.6,3,4,1,3,1
EMP03629,57,62422.0,1.8,1,No,5,3,3.3,29,8,1,8,No,Rarely,Finance,Bachelor,Executive,Single,176.0,9,2,4,66.0,3.6,2.4,0,5,2,16,0
EMP03630,33,77263.0,4.3,2,No,5,1,3.1,13,3,3,12,No,Frequent,Sales,Master,Analyst,Divorced,207.0,4,3,0,67.0,2.1,2.7,0,1,1,16,0
EMP03631,46,43686.0,1.5,3,Yes,4,5,3.8,11,10,0,20,No,Rarely,Finance,Bachelor,Specialist,Married,199.0,2,3,3,53.0,2.9,4.1,0,4,1,5,1
EMP03632,53,90348.0,5.3,2,No,1,5,3.3,38,2,1,10,No,Rarely,HR,Bachelor,Analyst,Married,201.0,5,3,1,10.0,4.1,3.6,0,2,0,16,1
EMP03633,48,48160.0,4.6,1,Yes,4,4,4.2,30,9,0,13,Yes,Rarely,IT,MBA,Executive,Single,126.0,9,2,6,48.0,4.5,2.9,1,0,2,6,0
EMP03634,30,51373.0,12.6,5,No,1,2,3.3,4,8,0,14,No,Rarely,Operations,MBA,Analyst,Married,164.0,3,1,2,36.0,3.2,3.2,0,3,2,9,0
EMP03635,39,46966.0,0.5,1,No,4,3,3.4,4,15,0,16,Yes,Frequent,Sales,Master,Executive,Single,197.0,6,3,2,29.0,3.2,2.7,0,4,0,14,0
EMP03636,60,48889.0,4.1,2,No,3,5,3.2,29,19,1,11,Yes,Frequent,Sales,Master,Analyst,Married,174.0,11,4,4,46.0,3.6,2.3,1,4,0,3,0
EMP03637,23,116761.0,7.9,4,No,4,1,2.6,36,6,0,6,No,Rarely,Sales,Bachelor,Analyst,Married,176.0,6,4,2,28.0,3.5,2.9,0,4,1,8,1
EMP03638,36,86747.0,8.4,3,No,4,3,3.4,28,11,0,8,No,Rarely,Finance,Bachelor,Executive,Married,230.0,5,0,2,55.0,3.4,2.1,1,2,1,14,0
EMP03639,33,52051.0,1.8,2,No,2,4,3.3,19,11,0,5,No,Rarely,Sales,Bachelor,Consultant,Married,142.0,8,1,2,40.0,3.7,2.6,2,1,0,7,0
EMP03640,37,77243.0,3.6,2,No,1,3,1.7,3,0,1,11,Yes,Never,Marketing,Master,Specialist,Married,168.0,6,3,3,67.0,2.3,3.6,0,1,1,5,1
EMP03641,25,44766.0,3.4,2,No,2,3,3.1,27,16,3,8,No,Rarely,Operations,Bachelor,Manager,Divorced,165.0,6,4,3,36.0,2.6,2.0,0,3,0,17,0
EMP03642,48,31897.0,3.3,2,No,1,2,2.9,40,7,1,14,No,Rarely,Marketing,Bachelor,Analyst,Married,193.0,10,1,0,50.0,2.2,3.1,0,2,1,8,1
EMP03643,25,68775.0,1.7,2,No,2,5,3.9,14,10,0,15,No,Never,Finance,MBA,Analyst,Married,176.0,4,2,2,62.0,3.9,4.2,0,0,2,15,0
EMP03644,33,153837.0,4.4,2,Yes,5,3,3.7,36,14,1,16,No,Rarely,IT,Bachelor,Manager,Married,182.0,6,3,2,70.0,3.9,3.8,2,3,2,16,0
EMP03645,40,55320.0,2.4,2,Yes,2,4,3.4,5,16,1,7,No,Never,Finance,Bachelor,Analyst,Married,187.0,8,2,5,59.0,2.5,3.4,0,5,0,16,1
EMP03646,38,54815.0,5.3,4,Yes,1,3,3.8,4,18,1,18,No,Never,IT,MBA,Associate,Single,203.0,6,0,3,12.0,3.3,3.1,0,2,2,12,1
EMP03647,27,35393.0,7.4,5,No,1,3,2.7,17,9,0,13,No,Never,IT,Master,Consultant,Married,171.0,9,3,3,87.0,3.5,2.4,0,2,2,3,1
EMP03648,34,37258.0,1.7,2,No,2,4,3.0,24,8,1,18,No,Rarely,Finance,Master,Analyst,Single,193.0,4,3,7,64.0,3.6,2.3,0,2,1,6,0
EMP03649,48,59115.0,3.7,2,Yes,1,5,3.7,10,5,2,12,No,Rarely,IT,Bachelor,Analyst,Married,160.0,9,1,2,63.0,3.0,3.7,0,3,1,18,0
EMP03650,21,56641.0,1.2,2,No,3,1,2.9,39,20,0,18,No,Rarely,Operations,Bachelor,Specialist,Single,151.0,8,1,5,55.0,2.5,2.4,1,3,0,17,1
EMP03651,55,51870.0,9.0,3,No,3,5,3.4,32,6,0,7,No,Never,Operations,Bachelor,Associate,Married,189.0,8,1,3,42.0,2.5,2.9,0,3,1,10,1
EMP03652,44,52714.0,5.6,3,No,3,2,3.4,39,0,1,12,No,Rarely,Finance,Master,Consultant,Married,159.0,5,1,3,46.0,3.9,3.6,0,0,2,15,1
EMP03653,51,56863.0,6.3,3,No,4,2,1.9,14,17,0,6,No,Rarely,Sales,Master,Associate,Married,129.0,9,3,4,66.0,4.2,3.1,0,2,1,16,0
EMP03654,44,63614.0,15.0,5,Yes,4,3,4.1,5,13,1,14,No,Never,Sales,PhD,Manager,Single,183.0,6,1,2,33.0,3.5,3.6,0,4,5,14,1
EMP03655,60,78767.0,6.6,4,No,2,3,3.9,7,11,1,19,No,Rarely,Sales,Master,Analyst,Married,178.0,6,2,5,88.0,2.7,2.5,0,3,1,18,0
EMP03656,34,81939.0,10.1,4,No,3,2,4.4,23,5,0,8,No,Rarely,Operations,Bachelor,Analyst,Married,230.0,4,2,3,10.0,3.3,5.0,0,0,1,20,0
EMP03657,21,70449.0,5.6,1,No,4,4,3.0,11,11,1,6,No,Rarely,Finance,Bachelor,Analyst,Single,188.0,6,2,5,27.0,3.9,3.0,1,0,1,14,0
EMP03658,35,40469.0,2.2,3,No,4,1,3.5,4,6,1,8,No,Rarely,Finance,MBA,Analyst,Single,202.0,3,2,3,60.0,3.1,3.1,0,4,2,5,0
EMP03659,51,31044.0,13.3,4,No,5,3,3.0,37,3,0,8,No,Never,IT,MBA,Associate,Married,165.0,5,1,3,37.0,2.9,3.1,0,5,1,13,1
EMP03660,22,92326.0,4.0,3,No,5,4,2.7,28,10,0,8,Yes,Frequent,Finance,PhD,Manager,Married,192.0,7,1,2,39.0,2.2,3.4,0,1,0,10,1
EMP03661,44,73136.0,0.8,2,Yes,2,4,3.4,30,18,2,13,Yes,Never,Marketing,Bachelor,Manager,Married,135.0,4,1,7,40.0,3.4,3.7,0,1,1,13,0
EMP03662,33,69265.0,3.1,2,No,4,5,3.0,33,12,1,17,No,Rarely,IT,Bachelor,Consultant,Single,212.0,3,2,4,42.0,2.7,3.9,1,0,1,6,0
EMP03663,50,40906.0,11.6,5,No,4,4,3.0,17,12,0,12,No,Rarely,IT,MBA,Associate,Single,131.0,6,1,1,31.0,2.8,3.6,2,4,1,15,0
EMP03664,50,80035.0,1.6,1,No,2,2,3.7,7,19,3,9,No,Rarely,Sales,Master,Specialist,Married,187.0,7,2,3,27.0,4.3,4.0,0,1,0,18,0
EMP03665,25,62593.0,5.3,3,No,3,3,3.5,6,17,1,13,No,Rarely,Sales,Master,Manager,Single,171.0,4,3,3,24.0,2.1,2.6,0,3,0,11,1
EMP03666,40,69045.0,6.7,3,Yes,1,5,3.1,7,19,3,15,Yes,Never,Marketing,Master,Associate,Single,189.0,4,6,3,55.0,3.0,3.4,1,5,1,14,1
EMP03667,40,45403.0,7.4,3,Yes,5,1,3.4,9,1,1,14,No,Frequent,Sales,MBA,Associate,Single,172.0,8,2,1,54.0,3.9,1.4,0,2,2,11,0
EMP03668,28,48067.0,4.9,3,Yes,4,5,2.4,19,11,0,5,No,Rarely,Marketing,Master,Executive,Married,162.0,5,0,6,11.0,2.5,3.0,1,2,2,15,1
EMP03669,22,55281.0,3.1,1,No,1,5,2.6,24,6,1,15,No,Rarely,IT,Bachelor,Specialist,Married,168.0,4,4,0,56.0,2.9,4.5,0,0,0,7,1
EMP03670,26,78210.0,11.8,3,No,5,5,3.7,33,1,1,17,No,Never,Sales,Bachelor,Executive,Married,156.0,8,2,4,59.0,3.5,2.7,0,1,0,19,0
EMP03671,29,102133.0,1.5,3,No,3,5,1.9,20,20,0,11,No,Never,Marketing,Bachelor,Specialist,Single,164.0,10,2,1,39.0,4.8,3.7,1,5,1,18,0
EMP03672,40,49390.0,4.7,3,No,5,5,2.9,30,17,0,14,No,Never,Operations,Bachelor,Associate,Single,197.0,6,1,4,22.0,3.6,3.2,0,4,2,5,0
EMP03673,38,72804.0,4.3,3,Yes,3,2,2.3,8,10,1,14,Yes,Never,Sales,MBA,Associate,Single,199.0,11,3,3,49.0,2.7,3.8,0,3,2,7,0
EMP03674,39,69651.0,2.5,1,No,4,4,2.7,8,5,0,17,Yes,Rarely,Marketing,Bachelor,Manager,Single,207.0,4,1,4,56.0,2.9,3.8,0,2,1,13,1
EMP03675,56,109162.0,9.8,3,No,2,3,3.9,5,20,2,19,Yes,Never,Sales,Bachelor,Specialist,Married,141.0,5,4,5,30.0,2.4,3.4,0,4,1,13,1
EMP03676,39,50572.0,5.3,4,No,2,3,3.3,21,12,2,7,No,Never,Operations,Bachelor,Manager,Married,207.0,9,1,3,46.0,4.0,3.0,0,4,3,5,0
EMP03677,28,92476.0,6.2,4,No,5,1,3.1,22,18,0,20,No,Rarely,Marketing,Master,Associate,Single,137.0,3,1,5,33.0,4.1,4.5,1,1,1,15,1
EMP03678,44,58258.0,1.3,1,No,3,5,3.4,4,3,1,10,No,Never,Sales,Bachelor,Specialist,Married,161.0,6,4,3,48.0,3.6,3.0,0,0,0,17,1
EMP03679,59,83683.0,0.7,3,No,1,5,4.1,39,11,2,18,No,Never,Marketing,Master,Associate,Married,120.0,5,1,1,63.0,3.2,2.8,1,3,4,10,0
EMP03680,34,61027.0,9.1,3,No,3,1,3.4,17,4,2,18,No,Rarely,Sales,Bachelor,Manager,Married,158.0,7,2,2,36.0,3.8,2.9,0,1,1,3,0
EMP03681,23,93330.0,7.6,3,No,3,4,2.8,37,4,1,14,No,Rarely,Operations,Bachelor,Executive,Single,153.0,3,4,1,51.0,2.8,2.5,0,1,1,7,0
EMP03682,36,51069.0,10.5,5,No,5,5,4.4,14,5,0,15,No,Rarely,Sales,Master,Executive,Married,175.0,7,3,0,81.0,4.1,3.3,0,1,1,3,0
EMP03683,46,98465.0,4.1,3,No,3,2,1.9,24,7,3,19,No,Rarely,Finance,Master,Analyst,Married,171.0,5,4,5,33.0,2.8,4.6,1,0,0,15,0
EMP03684,34,45612.0,2.7,3,No,3,2,4.0,38,8,1,12,No,Rarely,Sales,Bachelor,Manager,Married,162.0,8,1,1,63.0,1.0,2.0,0,4,0,8,1
EMP03685,42,89835.0,8.6,5,No,5,4,3.4,11,0,3,10,No,Never,Finance,MBA,Associate,Divorced,174.0,11,0,5,61.0,2.3,3.5,0,0,2,5,0
EMP03686,45,39418.0,3.6,2,Yes,2,3,2.8,5,18,0,14,No,Rarely,HR,Bachelor,Consultant,Married,147.0,9,3,1,41.0,2.9,3.2,1,1,3,20,0
EMP03687,23,83122.0,3.9,2,Yes,1,3,3.5,19,14,3,6,No,Never,Finance,Master,Analyst,Divorced,159.0,5,0,2,72.0,2.3,3.8,0,5,1,9,0
EMP03688,22,37319.0,1.5,2,No,2,1,3.8,21,4,0,8,No,Frequent,Operations,MBA,Specialist,Married,187.0,6,3,2,37.0,3.3,4.3,2,5,0,3,1
EMP03689,48,53874.0,3.9,3,Yes,1,1,2.3,17,2,0,17,No,Frequent,Finance,MBA,Manager,Single,221.0,5,1,2,44.0,2.6,3.5,0,2,3,3,0
EMP03690,49,90012.0,1.1,1,No,4,4,4.1,5,2,0,15,No,Never,IT,Bachelor,Analyst,Single,196.0,14,3,2,81.0,4.2,4.1,0,2,0,6,0
EMP03691,33,65517.0,0.8,1,No,5,2,2.3,5,14,1,15,No,Frequent,Operations,Master,Consultant,Married,180.0,8,1,1,38.0,3.1,2.9,1,2,2,14,0
EMP03692,53,32380.0,6.9,4,Yes,3,4,4.0,15,3,1,20,No,Never,Sales,Bachelor,Manager,Single,177.0,9,2,3,38.0,3.0,3.2,0,4,1,12,1
EMP03693,49,69911.0,2.3,1,No,3,5,4.0,30,14,1,12,No,Rarely,Sales,Bachelor,Consultant,Single,215.0,7,4,3,70.0,2.6,4.2,0,0,0,19,0
EMP03694,35,102486.0,15.0,5,No,4,3,3.0,33,0,1,20,Yes,Rarely,Finance,Bachelor,Executive,Single,162.0,6,2,3,38.0,2.7,3.1,0,0,1,11,1
EMP03695,26,82533.0,4.8,2,No,5,1,3.4,20,17,1,20,No,Rarely,Marketing,Master,Associate,Married,163.0,5,1,3,30.0,3.8,2.4,0,3,2,14,0
EMP03696,22,48066.0,3.4,2,No,3,1,3.6,9,6,0,6,No,Never,HR,Bachelor,Associate,Single,164.0,5,2,2,11.0,4.2,3.4,0,3,3,10,1
EMP03697,31,62869.0,3.7,2,No,3,1,3.9,33,19,1,18,No,Frequent,IT,Bachelor,Consultant,Married,188.0,8,3,2,66.0,2.4,2.5,2,1,1,20,0
EMP03698,49,102504.0,5.6,4,No,2,5,3.5,5,16,0,7,No,Never,Sales,Bachelor,Specialist,Divorced,192.0,3,1,1,52.0,2.5,2.5,1,4,1,12,1
EMP03699,46,96273.0,2.7,1,No,1,4,3.8,21,0,0,20,No,Frequent,Finance,Bachelor,Associate,Single,138.0,6,3,2,57.0,3.5,3.5,0,1,0,11,1
EMP03700,46,32248.0,10.4,5,No,4,4,3.9,40,2,1,6,No,Rarely,Sales,Master,Analyst,Single,181.0,2,2,1,28.0,3.1,4.6,2,2,3,5,1
EMP03701,33,87552.0,1.9,3,No,4,5,3.3,5,18,1,9,No,Never,HR,Bachelor,Associate,Single,191.0,9,2,3,30.0,2.0,2.1,0,5,1,4,0
EMP03702,51,30049.0,1.2,2,No,1,2,2.6,15,7,0,10,No,Never,Sales,Bachelor,Consultant,Single,190.0,11,0,2,41.0,4.0,3.4,0,2,2,6,1
EMP03703,24,33620.0,1.7,2,Yes,2,3,3.8,3,6,0,19,No,Rarely,Marketing,Bachelor,Executive,Married,176.0,7,2,2,70.0,1.8,2.4,0,5,2,15,1
EMP03704,26,59520.0,6.1,3,Yes,3,1,3.8,20,2,2,20,Yes,Rarely,Operations,Master,Specialist,Married,161.0,4,3,1,76.0,3.4,4.9,1,0,2,17,0
EMP03705,40,42024.0,1.9,2,Yes,5,2,1.7,26,9,0,11,No,Frequent,Marketing,MBA,Associate,Married,160.0,6,2,2,25.0,4.0,2.5,1,0,2,15,0
EMP03706,43,89566.0,3.9,2,No,4,4,3.3,34,17,1,8,No,Never,Operations,Bachelor,Executive,Single,167.0,10,2,3,64.0,2.6,3.7,1,5,0,18,0
EMP03707,47,60936.0,5.7,2,No,1,1,4.0,10,16,1,9,No,Rarely,Operations,Bachelor,Analyst,Single,149.0,8,0,2,20.0,3.4,2.3,1,0,2,14,1
EMP03708,36,37758.0,13.3,5,No,1,4,3.2,35,4,1,17,No,Rarely,Finance,Master,Associate,Single,172.0,6,0,3,47.0,3.6,3.8,0,1,3,14,1
EMP03709,26,79865.0,7.0,4,Yes,4,1,3.0,13,14,1,16,No,Never,Finance,MBA,Consultant,Single,135.0,6,0,2,53.0,1.8,2.8,0,3,1,3,1
EMP03710,23,31310.0,5.6,3,Yes,2,2,3.0,2,20,2,5,No,Never,Operations,MBA,Specialist,Married,173.0,10,0,1,30.0,2.5,4.5,0,0,0,3,1
EMP03711,56,73197.0,2.9,2,Yes,1,1,3.8,6,4,0,13,No,Never,Sales,MBA,Analyst,Single,151.0,8,2,1,33.0,3.5,3.1,0,4,1,18,1
EMP03712,46,74071.0,14.0,5,Yes,2,2,3.2,27,8,1,16,No,Rarely,Marketing,Bachelor,Consultant,Single,175.0,6,0,2,68.0,2.9,3.8,0,4,1,16,1
EMP03713,30,67949.0,3.1,3,No,1,4,3.8,5,0,0,6,No,Rarely,Finance,Bachelor,Executive,Single,192.0,4,1,1,49.0,3.0,3.2,0,0,4,14,0
EMP03714,41,177952.0,5.1,2,Yes,2,4,2.9,3,8,0,20,No,Rarely,Marketing,Bachelor,Analyst,Single,191.0,9,2,2,60.0,2.9,2.7,1,0,1,10,1
EMP03715,58,49623.0,7.4,3,No,2,3,1.8,8,2,1,12,Yes,Never,IT,Bachelor,Consultant,Divorced,190.0,4,0,2,34.0,3.5,4.5,0,5,2,14,0
EMP03716,53,36921.0,1.9,1,Yes,4,2,3.1,3,1,0,15,No,Never,Operations,Bachelor,Associate,Single,132.0,6,3,3,64.0,2.7,4.0,1,5,1,18,1
EMP03717,45,76440.0,1.7,3,No,5,2,3.4,13,20,0,17,No,Rarely,Finance,Bachelor,Associate,Single,211.0,6,1,1,40.0,2.9,3.7,0,3,2,20,0
EMP03718,35,48461.0,0.8,1,No,2,3,3.1,36,3,1,17,Yes,Never,Marketing,Bachelor,Analyst,Married,161.0,6,4,1,48.0,3.7,3.2,0,2,2,19,1
EMP03719,27,52188.0,0.4,2,No,1,4,4.1,2,1,1,19,No,Rarely,Marketing,Bachelor,Associate,Married,185.0,8,3,0,34.0,3.1,4.5,0,4,1,7,0
EMP03720,37,33944.0,2.3,1,Yes,3,5,3.6,38,18,2,8,Yes,Never,Sales,Master,Associate,Married,140.0,7,2,3,35.0,4.4,2.8,0,3,1,4,0
EMP03721,32,49289.0,3.8,3,Yes,3,1,3.1,13,9,0,8,No,Rarely,IT,Bachelor,Analyst,Married,176.0,8,0,5,15.0,2.7,3.4,2,3,1,3,1
EMP03722,31,55250.0,5.4,2,No,4,3,3.9,22,2,2,11,No,Rarely,Operations,MBA,Manager,Married,170.0,6,0,3,10.0,3.0,3.2,0,3,3,3,0
