transaction_id,age,income,transaction_amount,account_age_days,transactions_24h,failed_attempts_24h,merchant_risk_score,distance_from_home_km,device_trust_score,is_international,is_new_device,transaction_hour,merchant_category,payment_method,is_fraud
2880,73.0,40830.25,59.86,1038,6,0,0.0807,4.61,0.8821,0,0,1,grocery,wallet,0
2881,20.0,18961.85,60.49,1978,3,0,0.0636,4.45,0.6376,0,0,4,food,card,0
2882,31.0,59187.5,346.68,2797,4,0,0.2689,5.42,0.9152,0,1,14,food,card,0
2883,50.0,32561.86,329.15,3153,4,0,0.1594,3.17,0.8754,0,0,0,grocery,upi,0
2884,20.0,40014.61,229.29,3674,6,1,0.2247,21.65,0.7581,0,0,2,food,card,1
2885,38.0,71582.56,121.69,530,6,0,0.2827,6.26,0.7704,0,1,12,electronics,wallet,1
2886,26.0,119925.0,148.79,2524,7,0,0.1708,11.62,0.9624,0,0,14,grocery,upi,0
2887,71.0,53860.65,129.98,1333,2,0,0.1401,13.51,0.7476,0,0,22,electronics,card,0
2888,21.0,74594.65,31.38,3082,3,0,0.121,15.04,0.7016,0,0,12,travel,card,0
2889,26.0,24850.29,191.37,1573,4,0,0.2429,10.21,0.8279,0,0,17,food,upi,0
2890,29.0,62951.91,303.51,86,4,2,0.29,2.5,0.9579,0,1,18,electronics,net_banking,1
2891,26.0,53217.37,192.59,3428,5,0,0.3064,0.51,0.9116,0,1,11,food,wallet,0
2892,50.0,108138.02,1055.85,3047,2,0,0.1464,3.07,0.7089,0,1,3,grocery,net_banking,0
2893,38.0,40857.12,65.92,1341,1,0,0.2058,4.16,0.6076,0,0,5,grocery,card,0
2894,70.0,48155.36,92.93,3347,4,0,0.408,17.32,0.9333,0,0,19,jewelry,card,0
2895,32.0,98463.03,205.61,1659,5,0,0.4137,11.49,0.9395,0,0,23,electronics,upi,0
2896,48.0,52285.27,229.69,1668,8,0,0.4704,5.44,0.5479,0,0,20,fashion,card,0
2897,55.0,29888.4,26.89,1220,5,0,0.1228,9.0,0.9592,0,1,16,electronics,upi,0
2898,53.0,223795.23,328.87,1990,1,0,0.2798,13.41,0.9675,0,0,2,fashion,wallet,0
2899,63.0,30389.8,230.74,3978,4,0,0.0495,17.14,0.9601,0,0,0,travel,upi,0
2900,29.0,53077.24,21.62,237,4,0,0.3052,1.08,0.6634,0,0,18,travel,upi,0
2901,46.0,66553.87,160.17,2385,8,1,0.2371,5.08,0.9563,0,0,5,food,card,1
2902,63.0,63721.55,80.19,723,4,0,0.1709,21.86,0.8091,0,1,12,fashion,upi,0
2903,67.0,49549.6,114.39,521,5,0,0.3445,3.35,0.6988,0,0,16,fashion,card,0
2904,53.0,49685.59,47.22,254,4,1,0.0991,7.1,0.7794,0,1,5,travel,upi,0
2905,55.0,48333.29,272.91,1114,0,0,0.1874,8.59,0.7484,0,0,21,grocery,card,0
2906,67.0,29772.04,1048.1,2933,5,0,0.2346,7.97,0.9064,0,0,12,gaming,card,0
2907,53.0,179460.25,234.62,2952,2,0,0.1834,10.38,0.9611,0,0,6,electronics,card,0
2908,72.0,48732.11,20.77,3205,5,0,0.0759,3.06,0.6982,0,0,23,food,card,0
2909,25.0,76374.22,239.5,607,6,1,0.0521,7.21,0.6996,0,0,19,food,card,1
2910,37.0,45753.77,148.16,461,2,0,0.1798,4.91,0.9804,1,0,6,grocery,upi,0
2911,24.0,45250.47,59.86,3928,5,0,0.4576,5.1,0.8302,0,0,2,travel,wallet,0
2912,23.0,42812.89,256.36,3688,3,0,0.2409,14.4,0.8879,0,0,5,grocery,upi,0
2913,,23451.11,433.86,2809,3,0,0.2583,4.47,0.841,0,0,23,jewelry,upi,0
2914,30.0,50349.64,92.25,3362,4,2,0.0647,16.62,0.7848,0,0,16,travel,,0
2915,41.0,43968.74,34.79,3223,3,0,0.4679,6.38,0.7697,0,0,7,gaming,card,0
2916,42.0,104759.96,24.08,2317,6,2,0.0973,16.49,0.8357,0,1,6,fashion,card,0
2917,53.0,28478.46,92.51,1918,6,0,0.0387,2.44,0.8361,0,0,2,fashion,card,0
2918,71.0,40040.93,154.08,3913,3,1,0.0186,15.25,0.6343,0,0,7,electronics,card,0
2919,66.0,33555.17,107.44,2714,3,1,0.1649,22.9,0.6527,0,1,23,gaming,card,0
2920,39.0,,90.89,3533,3,1,0.1137,10.89,0.9614,0,0,4,gaming,card,0
2921,36.0,,317.62,852,4,1,0.1656,9.5,0.6949,0,0,6,fashion,upi,0
2922,61.0,74933.28,285.94,913,2,1,0.1812,1.51,0.8234,0,0,17,food,card,0
2923,25.0,93777.22,219.76,2530,7,0,0.3415,4.99,0.8787,0,0,0,electronics,wallet,0
2924,48.0,50752.74,407.26,3817,5,0,0.3566,2.61,0.682,0,1,14,electronics,upi,0
2925,42.0,25792.59,93.38,2493,3,0,0.3468,12.24,,1,0,18,gaming,upi,0
2926,28.0,25972.77,60.24,1788,5,0,0.0519,3.9,0.8481,1,0,14,gaming,net_banking,0
2927,53.0,88252.62,106.76,128,5,2,0.3203,4.87,0.8944,0,0,11,food,upi,0
2928,36.0,27495.06,99.65,644,4,1,0.1421,1.69,0.7555,0,0,12,food,card,0
2929,28.0,68234.33,23.14,946,5,0,0.2894,10.72,,0,0,6,,card,0
2930,55.0,58570.15,104.31,824,5,1,0.073,1.02,0.8956,0,0,21,food,card,0
2931,27.0,67677.65,543.38,2818,2,0,0.1878,15.54,0.8456,0,1,10,gaming,wallet,0
2932,56.0,71286.35,400.94,2746,5,0,0.1273,9.49,,1,1,8,grocery,card,0
2933,27.0,32911.24,304.34,1537,4,1,0.0681,3.78,0.7185,0,0,10,gaming,card,0
2934,42.0,32162.23,205.32,3950,4,0,0.258,22.05,0.7567,0,0,18,jewelry,card,0
2935,64.0,81495.12,766.52,1592,5,0,0.2091,2.99,0.7384,0,0,2,food,upi,0
2936,31.0,38907.76,62.35,1797,3,1,0.1054,0.3,0.8075,0,0,8,gaming,card,0
2937,61.0,15000.0,68.59,2119,1,0,0.0636,2.44,0.7002,0,0,16,grocery,net_banking,0
2938,59.0,78582.47,554.05,2305,5,0,0.024,37.23,0.4743,0,0,11,fashion,upi,0
2939,69.0,31105.65,185.04,788,5,0,0.1245,9.59,0.9652,1,0,17,electronics,wallet,0
2940,27.0,71112.13,92.0,1221,5,0,0.1796,24.99,0.7649,0,0,1,food,card,0
2941,58.0,118319.1,312.59,2761,5,0,0.3656,12.24,0.7899,1,1,10,grocery,card,1
2942,71.0,55509.41,116.1,3386,0,0,0.0902,20.8,0.8779,0,0,11,grocery,card,0
2943,61.0,95107.17,77.9,1711,7,0,0.2593,30.52,0.9226,0,0,14,electronics,net_banking,0
2944,28.0,59854.82,75.76,487,4,0,0.2528,17.59,0.8952,0,0,18,fashion,upi,0
2945,64.0,131685.87,248.27,3410,5,0,0.092,7.15,0.8355,0,0,19,food,card,0
2946,24.0,30666.6,221.13,2341,4,0,0.3165,5.03,0.8478,1,0,20,fashion,upi,0
2947,51.0,54752.06,820.33,1761,3,1,0.4326,4.86,0.8341,0,0,9,travel,card,0
2948,46.0,79644.43,134.68,2357,2,0,0.586,4.1,0.8902,0,0,16,food,card,0
2949,48.0,49531.4,132.4,3296,4,0,0.1968,3.17,0.8284,0,0,11,fashion,card,0
2950,47.0,,759.45,34,1,0,0.3401,3.26,0.7301,0,1,6,grocery,card,0
2951,19.0,43367.55,482.32,1459,4,0,0.1897,4.37,0.5118,0,0,5,grocery,card,0
2952,46.0,171655.12,208.07,3764,6,0,0.3619,2.12,0.822,1,0,12,travel,card,0
2953,71.0,176715.63,37.79,1224,4,0,0.2497,23.71,0.6855,0,0,15,jewelry,wallet,0
2954,42.0,64230.15,79.93,3898,4,1,0.0906,5.79,0.9074,0,0,9,fashion,net_banking,0
2955,33.0,74534.63,62.73,1147,4,0,0.0423,4.61,0.8237,0,0,16,grocery,upi,0
2956,74.0,105927.24,186.68,1885,4,0,0.1209,4.71,0.8251,0,1,7,electronics,upi,0
6064,21.0,48382.68,32.45,1164,5,0,0.2093,1.57,0.8419,0,0,23,travel,net_banking,0
2958,45.0,26728.57,894.14,2910,2,0,0.0988,1.85,0.9255,0,1,23,grocery,card,0
2959,,109767.4,37.39,980,3,1,0.147,2.43,0.8353,1,0,19,jewelry,card,0
2960,45.0,63945.22,56.35,3399,7,0,0.1846,2.86,0.7786,0,0,8,grocery,upi,0
2961,70.0,48557.82,229.89,545,8,0,0.0775,1.93,,0,0,22,gaming,upi,0
2962,42.0,55337.51,303.2,493,3,1,0.2229,7.81,0.7542,0,1,6,fashion,net_banking,0
2963,73.0,15000.0,13.54,1892,5,1,0.2413,4.56,0.8771,0,0,17,electronics,card,0
2964,,49527.29,31.74,365,5,0,0.0943,20.43,0.992,0,0,1,grocery,card,0
2965,59.0,36348.67,138.29,1336,2,0,0.4609,18.16,0.7464,0,0,23,grocery,upi,0
2966,51.0,91128.68,698.55,2766,0,0,0.0535,12.89,0.7616,0,0,0,grocery,card,0
2967,31.0,95068.73,1188.82,2034,7,0,0.1491,34.94,0.9083,0,0,18,fashion,upi,0
2968,30.0,75528.29,118.92,2251,1,0,0.2246,15.54,0.8608,1,0,18,grocery,card,0
2969,59.0,68363.25,151.76,390,2,0,0.1285,2.15,0.676,0,0,14,gaming,wallet,0
2970,54.0,24138.12,77.95,2727,8,0,0.2292,7.09,0.7921,0,1,16,grocery,upi,0
2971,52.0,76110.55,339.06,392,3,0,0.0464,5.34,0.9112,0,1,18,food,card,0
2972,20.0,77750.27,830.05,2300,2,1,0.0837,8.23,0.9101,0,0,14,gaming,net_banking,0
2973,52.0,109091.74,632.06,3169,4,0,0.2963,18.67,0.8987,0,0,5,travel,card,0
2974,73.0,176328.47,174.85,2913,3,1,0.3132,1.67,0.8936,0,0,4,grocery,upi,0
7722,44.0,141475.3,167.36,974,7,0,0.197,2.16,0.9022,0,0,14,electronics,upi,1
2976,44.0,44419.16,181.48,644,3,0,0.2313,9.29,0.7951,0,0,2,electronics,upi,0
2977,46.0,36564.82,716.05,3327,6,1,0.2145,14.0,0.9702,1,0,11,electronics,card,0
2978,69.0,60473.92,120.6,886,4,0,0.3921,10.63,0.9005,0,0,3,food,upi,0
2979,34.0,55406.9,29.3,1997,5,0,0.0078,12.15,0.8154,0,0,6,food,card,0
2980,45.0,48355.89,125.58,970,4,1,0.0803,0.83,0.8662,0,0,4,food,card,0
2981,58.0,96787.28,136.17,148,5,0,0.1946,11.59,0.8258,0,0,12,jewelry,upi,0
2982,21.0,30010.74,29.13,1683,2,0,0.1625,7.03,0.9109,0,0,4,travel,card,1
2983,63.0,31022.61,227.01,2214,4,0,0.3996,10.47,0.8508,1,0,0,food,upi,0
2984,64.0,,298.56,3045,3,0,0.578,5.4,0.8159,0,0,13,gaming,upi,0
2985,59.0,45112.21,1156.15,2911,6,0,0.3149,1.63,0.8886,1,0,4,travel,wallet,1
2986,54.0,27983.32,47.49,3330,1,0,0.2218,6.68,0.8846,1,0,17,food,card,0
2987,60.0,53550.16,373.71,3261,2,1,0.1556,8.02,0.8884,0,0,19,,upi,0
2988,62.0,50214.99,473.33,1623,4,2,0.1244,14.2,0.7326,1,1,17,,card,0
2989,69.0,35685.69,302.65,1384,4,0,0.1585,2.91,0.6036,0,0,6,travel,upi,0
2990,42.0,88934.9,65.77,2420,3,0,0.412,3.82,0.7355,0,0,18,grocery,card,0
2991,43.0,53229.24,62.06,1934,2,0,0.1891,0.72,0.7044,1,0,21,food,card,0
2992,54.0,98670.82,198.37,1201,4,0,0.3546,3.89,0.8778,0,1,0,gaming,upi,0
2993,29.0,49405.2,196.99,156,5,0,0.3557,2.48,0.7422,0,0,3,food,wallet,0
2994,66.0,54272.95,102.88,1918,5,3,0.2779,2.35,0.6684,0,0,17,electronics,net_banking,0
2995,61.0,40358.53,654.97,1893,6,2,0.1024,0.46,0.7852,0,0,17,gaming,card,0
2996,53.0,54787.25,120.57,3765,2,0,0.0498,14.67,0.8608,0,0,8,electronics,,0
2997,35.0,81374.37,27.09,3255,6,0,0.0505,5.33,0.8741,0,0,17,grocery,upi,0
2998,37.0,43864.24,143.87,1099,7,0,0.0951,41.34,0.638,1,0,11,food,card,1
2999,42.0,73146.17,290.97,468,6,0,0.1311,6.01,0.7761,0,0,1,fashion,card,1
3000,55.0,35174.53,253.39,3158,3,0,0.1019,1.66,0.7664,1,0,13,grocery,card,0
3001,62.0,83497.02,251.43,1964,2,0,0.0238,5.87,0.8303,1,0,6,grocery,wallet,0
3002,56.0,39980.23,801.87,197,4,1,0.3923,1.29,0.5764,0,1,7,grocery,card,0
3003,71.0,87861.1,59.04,3022,3,0,0.2392,0.19,0.8602,0,0,21,gaming,net_banking,0
3004,72.0,56875.82,117.83,1400,2,0,0.003,0.57,0.8907,0,0,3,food,card,0
3005,58.0,126958.18,843.88,709,3,0,0.2072,0.29,0.762,0,1,20,fashion,card,0
3006,39.0,29154.11,25.17,2645,5,0,0.1191,29.48,0.9369,0,0,0,travel,card,0
3007,52.0,24420.82,170.59,3147,1,0,0.1285,11.67,0.5465,0,0,3,food,upi,0
3008,42.0,39189.69,615.16,3110,4,0,0.2185,5.16,0.6539,0,0,2,gaming,card,0
3009,53.0,25682.17,606.06,1118,9,0,0.0574,9.54,0.6826,0,0,13,electronics,card,1
3010,64.0,25708.69,348.3,2380,2,0,0.0864,6.52,0.8111,0,0,4,gaming,wallet,0
3011,39.0,,357.24,1879,0,0,0.2361,8.02,0.9501,0,0,19,electronics,card,0
3012,,54873.74,63.56,3480,6,0,0.084,0.34,0.8694,0,0,21,grocery,card,0
3013,20.0,42245.96,710.62,783,4,1,0.2049,0.86,0.9222,0,0,16,fashion,upi,1
3014,59.0,44456.17,54.21,3288,4,0,0.2086,0.14,0.9662,0,0,19,food,card,0
3015,45.0,39600.92,57.54,1404,4,1,0.2287,0.6,0.8387,0,0,4,food,upi,1
3016,44.0,136324.25,265.29,2481,0,0,0.584,10.54,0.8705,0,0,19,electronics,card,0
3017,48.0,36701.04,109.94,2023,4,0,0.1903,20.65,0.9136,0,0,20,food,card,1
3018,30.0,26580.01,221.33,1412,2,1,0.0859,7.34,0.8863,0,0,18,electronics,net_banking,0
3019,52.0,85213.6,276.92,948,4,0,0.1505,32.59,0.7443,0,0,1,food,net_banking,0
3020,60.0,48845.76,1065.36,1473,3,0,0.4326,10.83,0.7613,0,0,15,food,net_banking,0
3021,37.0,168790.57,277.74,2441,5,0,0.156,4.21,0.6675,0,1,16,grocery,card,0
3022,25.0,41178.66,96.97,2471,3,1,0.3066,20.18,0.8759,0,0,17,gaming,card,0
3023,40.0,87586.29,354.05,2504,5,0,0.3583,2.22,0.8855,0,0,10,grocery,upi,1
3024,29.0,99737.5,78.35,2636,4,0,0.3124,0.19,0.6111,0,0,4,food,upi,0
3025,39.0,41289.1,448.59,233,6,1,0.1208,0.39,0.577,1,0,19,food,card,1
3026,53.0,36551.67,192.02,1596,4,1,0.1175,3.97,0.948,0,0,9,fashion,upi,0
3027,24.0,82688.85,268.67,1280,8,0,0.1381,14.17,0.8927,1,0,1,electronics,upi,1
3028,60.0,75454.04,30.34,1608,5,1,0.1724,1.13,0.8597,0,0,17,jewelry,wallet,0
3029,30.0,25317.54,18.96,1547,3,0,0.0248,34.17,0.6495,0,1,1,electronics,card,0
3030,68.0,29568.03,40.11,731,2,1,0.3731,3.43,0.8105,0,0,5,grocery,card,0
3031,,15000.0,1031.46,3860,6,0,0.1735,1.91,0.8113,0,0,14,grocery,net_banking,0
3032,33.0,76309.39,57.1,31,1,0,0.4546,9.71,0.7374,0,1,12,travel,upi,0
3033,50.0,47623.59,374.38,2394,6,1,0.0665,1.02,0.7702,0,0,13,grocery,upi,1
3034,24.0,50307.31,94.73,1862,3,0,0.5061,30.77,0.9437,0,0,12,grocery,wallet,0
3035,23.0,21694.07,141.59,2822,4,0,0.2275,6.2,0.6237,0,0,6,food,upi,0
3036,72.0,30065.46,172.13,3328,5,0,0.1731,9.1,0.8653,0,1,8,fashion,wallet,0
3037,63.0,42285.99,931.44,2606,5,0,0.1363,1.7,0.5215,0,0,11,travel,upi,0
3038,26.0,37998.78,322.94,3073,3,0,0.0715,4.56,0.9698,0,1,0,travel,card,0
3039,34.0,58682.59,264.54,1117,1,1,0.1293,10.55,0.9519,0,0,3,food,,0
3040,29.0,75810.79,658.3,3975,4,0,0.0523,6.41,0.8844,0,0,7,fashion,upi,0
1676,74.0,38305.97,302.83,1685,3,0,0.1438,4.54,0.8504,0,0,19,gaming,upi,0
3042,34.0,54397.81,523.9,2687,12,0,0.2156,30.34,0.7136,0,1,3,electronics,card,1
3043,36.0,101575.73,443.31,611,2,1,0.1752,3.66,0.858,0,0,7,grocery,wallet,0
3044,48.0,34842.86,438.28,958,3,0,0.1097,32.59,0.7144,0,0,19,gaming,upi,0
3045,28.0,21891.81,154.15,3306,3,2,0.1959,8.53,0.9049,0,0,5,jewelry,card,0
3046,68.0,,116.24,2719,1,2,0.2947,47.74,0.7816,0,0,12,food,card,0
3047,59.0,22841.66,75.42,2544,5,0,0.2356,5.1,0.6548,1,0,13,grocery,upi,0
3048,61.0,55445.66,80.3,3319,2,1,0.0722,7.19,,0,0,20,food,card,0
3049,27.0,35804.85,71.95,1135,5,0,0.0497,24.99,0.8857,0,0,2,food,card,0
3050,58.0,18774.21,259.77,2574,3,0,0.3901,11.47,0.7425,0,1,22,grocery,wallet,1
3051,65.0,142900.28,143.25,831,2,1,0.164,0.52,0.828,0,0,12,jewelry,upi,0
3052,27.0,40922.26,277.09,1942,2,0,0.1867,6.66,0.8938,1,0,1,electronics,card,1
3053,60.0,22345.89,293.2,1637,5,1,0.3192,9.31,0.886,0,0,7,gaming,card,0
3054,38.0,90136.72,62.38,2485,2,0,0.115,19.21,0.6568,0,0,2,fashion,card,0
3055,62.0,36840.41,60.53,287,5,0,0.1479,2.72,0.536,0,0,16,fashion,wallet,0
3056,45.0,100175.59,143.21,132,1,0,0.2253,10.57,0.8323,0,0,9,grocery,upi,0
3057,63.0,36743.68,82.92,155,3,1,0.1997,5.42,0.9846,1,1,1,grocery,card,0
3058,26.0,,74.63,1082,6,0,0.4804,1.99,0.7486,1,0,16,jewelry,wallet,1
3059,40.0,66485.95,981.07,2317,4,0,0.0557,5.87,,0,0,21,,card,0
3060,33.0,76218.47,38.85,656,6,0,0.4414,1.82,0.5997,0,0,17,food,upi,1
3061,32.0,,1361.06,3965,4,2,0.1525,0.52,0.684,0,0,6,electronics,card,0
3062,35.0,,240.29,1671,5,0,0.0901,2.51,0.8588,1,1,21,,card,0
3063,39.0,73557.87,482.6,1233,5,0,0.0615,1.32,0.8363,0,0,7,food,card,0
3064,25.0,,428.93,3575,3,1,0.2557,14.75,0.7306,1,1,0,grocery,card,0
3065,58.0,61414.52,333.59,725,8,0,0.0268,0.06,0.5816,0,0,14,travel,card,0
3066,49.0,50849.55,948.41,776,6,0,0.3016,0.37,0.9519,0,1,12,food,card,1
3067,65.0,24839.15,60.98,1541,4,0,0.1078,3.13,0.8843,0,0,18,food,card,0
3068,58.0,,153.94,311,5,1,0.2628,11.25,0.8025,0,1,15,fashion,net_banking,1
3069,26.0,56290.67,76.72,2735,5,0,0.2421,4.9,0.7603,0,0,10,food,card,0
3070,21.0,43809.23,33.01,3114,3,1,0.1344,3.57,0.5929,0,0,7,gaming,card,0
3071,42.0,111063.79,92.92,1433,7,0,0.1837,9.81,0.7143,0,0,9,food,upi,0
3072,45.0,25078.85,1170.87,3475,4,0,0.5217,9.46,0.5688,0,0,23,electronics,upi,0
3073,31.0,135850.25,151.33,59,4,0,0.1352,7.75,0.9536,0,0,8,travel,,0
3074,62.0,,1308.29,2139,3,1,0.2252,15.02,0.8422,0,0,5,electronics,card,1
3075,51.0,65494.63,1449.22,2928,3,1,0.2207,9.82,0.6174,0,0,13,grocery,wallet,0
3076,60.0,44259.01,3597.83,1524,3,1,0.0984,16.74,0.7682,0,0,20,electronics,upi,1
3077,,21986.82,1210.09,3788,7,0,0.285,18.25,0.5547,0,0,6,electronics,upi,0
3078,64.0,50934.87,1902.81,1739,7,0,0.1212,12.85,0.6519,0,1,12,electronics,card,0
3079,29.0,66118.12,249.17,3674,6,0,0.1143,12.56,0.7834,0,0,16,fashion,net_banking,0
3080,43.0,79778.75,226.17,2646,4,0,0.106,9.87,0.5734,1,0,11,food,card,0
3081,43.0,49324.2,241.72,946,8,0,0.1202,10.67,0.9334,0,0,8,food,card,0
3082,64.0,16468.28,180.01,3330,5,0,0.2228,6.75,0.9413,0,1,2,grocery,card,0
3083,33.0,23556.92,209.06,152,3,0,0.3048,7.47,0.701,1,0,1,gaming,upi,0
3084,31.0,170024.74,381.89,782,5,1,0.2325,4.26,0.9214,0,0,1,food,wallet,1
3085,37.0,30157.64,112.97,3125,4,0,0.3355,1.95,0.8867,1,0,9,electronics,card,0
3086,38.0,120567.58,45.39,3611,6,0,0.1719,21.86,0.8708,0,0,15,electronics,card,0
3087,28.0,32903.71,258.93,1570,2,0,0.113,23.74,0.787,0,0,16,food,card,0
3088,28.0,49748.61,90.03,2639,1,0,0.4456,0.7,0.7033,0,0,8,electronics,net_banking,0
3089,31.0,77571.32,99.85,2798,4,0,0.255,2.63,0.7029,0,0,6,food,wallet,0
3090,44.0,35030.75,156.05,2961,5,0,0.1159,2.68,0.7636,0,1,21,electronics,wallet,0
3091,37.0,132032.95,124.07,3625,4,0,0.1072,9.5,0.9583,0,1,21,electronics,upi,0
3092,40.0,57339.16,546.21,375,6,0,0.2243,3.61,0.9214,0,0,19,,net_banking,0
3093,58.0,70866.74,152.36,794,5,0,0.142,1.45,0.9897,1,0,20,fashion,card,0
3094,31.0,47472.44,574.45,3675,6,0,0.0872,30.92,0.9005,0,0,8,grocery,upi,0
3095,69.0,79014.34,221.18,2191,8,0,0.1424,0.6,0.6258,0,0,6,,card,0
3096,60.0,131061.83,164.75,2126,3,0,0.1651,6.05,0.8391,1,0,9,food,card,0
3097,27.0,51168.59,210.86,1629,5,0,0.162,39.96,0.6483,0,0,17,travel,card,0
3098,35.0,142405.02,49.47,1467,2,0,0.5261,0.73,0.6465,0,0,7,fashion,upi,0
3099,28.0,39289.43,252.4,1001,4,0,0.1303,1.41,0.8042,0,0,4,electronics,wallet,0
3100,33.0,83729.05,420.8,1613,4,0,0.2381,24.17,0.8539,0,0,3,grocery,wallet,0
3101,38.0,71976.96,484.83,321,4,0,0.3887,7.1,0.7667,1,0,7,gaming,upi,0
3102,25.0,30557.59,46.56,1193,5,0,0.1203,0.03,0.7483,0,0,0,electronics,card,0
3103,18.0,61863.39,39.41,3974,11,0,0.3766,6.36,0.7405,0,0,7,electronics,upi,1
3104,43.0,55223.27,105.23,677,3,0,0.2226,12.18,0.6296,0,0,8,grocery,wallet,0
3105,57.0,34400.72,718.83,2936,4,2,0.3714,11.94,0.9032,0,1,17,jewelry,card,1
3106,35.0,66969.31,224.51,167,1,0,0.2759,2.83,0.4812,1,0,15,grocery,upi,0
3107,67.0,59608.16,82.95,2943,4,0,0.2745,8.87,,1,0,17,grocery,net_banking,0
3108,39.0,52847.5,42.1,1079,5,1,0.4653,8.89,0.9361,0,0,0,food,card,1
3109,69.0,52964.17,90.83,2818,3,0,0.0768,10.99,0.9003,0,0,17,grocery,upi,0
3110,31.0,52343.49,84.89,2001,8,0,0.087,5.54,0.8206,0,0,6,gaming,card,0
3111,48.0,44929.67,458.78,3109,4,0,0.1826,8.67,0.7531,0,0,15,fashion,wallet,0
3112,61.0,59396.89,495.47,2677,7,0,0.0668,0.03,0.8548,0,0,3,travel,wallet,0
3113,21.0,38597.22,62.99,2245,2,1,0.4246,8.2,0.7837,0,0,17,electronics,upi,0
3114,71.0,237122.86,382.27,2941,6,0,0.087,0.75,0.9285,1,0,23,jewelry,card,0
3115,38.0,25335.33,345.06,3864,2,0,0.0322,4.56,0.7928,0,0,7,food,wallet,0
3116,46.0,39874.15,55.33,2394,5,0,0.2649,11.42,0.4906,0,1,9,travel,wallet,0
3117,53.0,41644.74,165.53,720,4,0,0.3136,7.77,,0,1,9,electronics,card,0
3118,54.0,168950.3,253.1,490,7,0,0.0894,5.65,0.7815,0,1,1,electronics,card,1
3119,19.0,26609.26,211.92,2204,6,0,0.0533,0.63,0.7638,0,0,12,jewelry,card,0
3120,67.0,69518.33,32.54,1743,6,0,0.0334,0.08,0.9436,0,0,19,jewelry,card,0
3121,53.0,63051.38,205.23,2445,3,0,0.0659,3.96,0.9388,0,1,12,electronics,card,0
3122,74.0,66076.59,340.09,2679,8,0,0.1114,7.27,0.6777,0,0,9,food,upi,0
3123,44.0,108562.05,873.54,772,6,1,0.1781,5.52,0.8537,0,0,0,travel,net_banking,1
3124,52.0,107344.08,92.22,2980,4,3,0.3012,22.12,0.9013,0,0,4,grocery,wallet,0
3125,43.0,42918.67,104.32,3965,6,1,0.3315,11.45,0.9544,0,0,15,electronics,card,0
3126,68.0,,146.07,1318,2,0,0.2398,1.14,0.5624,0,0,22,food,upi,0
3127,65.0,19728.75,240.85,3717,1,0,0.133,0.61,0.6245,1,0,9,fashion,net_banking,0
3128,69.0,58080.75,198.34,3715,5,0,0.4554,2.05,0.8216,0,1,15,grocery,card,1
3129,46.0,35539.3,329.4,1691,3,1,0.0443,11.76,0.7581,1,0,21,grocery,wallet,0
3130,63.0,49641.29,58.43,3187,2,0,0.2781,6.14,0.901,0,0,17,electronics,card,0
3131,38.0,21766.64,267.68,3731,3,1,0.3968,0.17,0.8692,0,0,0,fashion,upi,0
3132,44.0,68718.12,85.69,3411,3,0,0.0164,1.78,0.9018,0,0,5,fashion,card,0
3133,61.0,21633.01,155.96,1572,7,0,0.4834,4.78,0.8369,0,0,14,fashion,card,0
3134,,59673.6,993.24,2676,3,1,0.2446,7.37,0.8359,0,0,22,grocery,upi,0
3135,58.0,28015.42,44.47,2382,3,0,0.1978,2.16,0.9158,0,0,12,,upi,0
3136,18.0,34467.97,136.11,1672,4,0,0.108,8.26,0.8181,0,0,23,gaming,card,0
3137,51.0,103796.87,50.32,2568,3,0,0.0323,4.92,0.824,0,0,0,electronics,upi,0
3138,45.0,75996.56,209.77,3738,5,1,0.044,6.53,0.6364,0,0,9,jewelry,card,0
3139,44.0,103481.71,513.47,133,4,0,0.104,2.38,0.5698,0,0,4,gaming,card,0
3140,46.0,129694.68,213.28,3608,5,1,0.0454,0.43,0.5162,0,0,10,travel,wallet,0
3141,46.0,35955.13,160.17,1491,7,0,0.2737,7.69,0.4646,0,0,17,electronics,net_banking,1
3142,41.0,125432.48,679.5,3319,9,1,0.3899,16.31,0.6231,0,0,12,,card,1
3143,43.0,24564.57,250.5,458,4,0,0.2288,0.08,0.8086,0,1,15,grocery,wallet,0
3144,50.0,82904.42,408.51,3567,4,0,0.0548,12.63,0.9237,0,0,15,fashion,upi,0
3145,61.0,41929.83,368.05,1808,2,0,0.2814,0.11,0.9068,0,0,17,food,upi,0
3146,49.0,32972.31,10.14,3668,7,0,0.4348,3.08,0.9114,0,0,9,fashion,card,0
3147,54.0,77114.52,166.72,1728,3,1,0.0598,23.73,0.7294,0,0,16,food,card,0
3148,65.0,92485.93,61.25,2993,4,0,0.2365,5.12,0.9109,1,0,11,food,card,0
3149,74.0,90988.29,78.54,2396,4,1,0.0578,7.18,0.9184,0,0,14,electronics,card,1
3150,24.0,61899.13,786.46,825,3,0,0.1069,6.56,0.4603,0,0,3,food,card,0
3151,58.0,59140.13,123.74,1019,4,1,0.2545,8.6,0.7065,0,0,2,grocery,card,0
3152,30.0,73487.09,1194.55,2168,5,1,0.164,1.26,0.7767,0,0,7,travel,card,0
3153,29.0,65001.05,44.05,1962,7,1,0.1927,5.36,0.9557,0,1,1,food,card,0
3154,63.0,74075.06,60.9,2475,9,0,0.1911,9.67,0.41,0,1,11,fashion,card,1
