Customer_ID,Age,Annual_Income,Purchase_Frequency,Average_Order_Value,Recency_Days,Website_Visits_Monthly,Discount_Usage_Pct,Annual_Spend,City,Preferred_Channel
107353,42,143200,19.6,3920,16,20,13.4,76690.68,Delhi,Marketplace
106727,32,115600,12.3,4770,15,28,33.7,58800.53,Delhi,Website
100258,32,57100,3.7,680,101,6,77.6,2518.87,Mumbai,Mobile App
108960,49,120200,20.1,4690,16,25,38.4,94098.36,Hyderabad,Marketplace
100289,34,59600,2.9,740,134,7,68,2134.18,Pune,Mobile App
106346,39,59700,12.3,1790,72,11,52.9,21976.49,Delhi,Website
106852,40,156500,18.2,4200,16,23,28.7,76310.54,Hyderabad,Website
106914,33,156200,16.2,4890,24,23,26.8,79340.42,Delhi,Marketplace
104602,31,105600,6.5,2040,73,12,43.4,13362.36,Chennai,Mobile App
103821,36,,9,1330,68,16,38.2,11909.65,Delhi,Mobile App
107550,35,144000,13.1,4440,23,16,36.3,58237.72,Delhi,Mobile App
104634,34,103400,9.2,1570,66,12,48.6,14394.05,Pune,Mobile App
107835,47,96600,16.3,4230,11,26,14.2,68851.05,Pune,Website
101916,44,48800,3.7,860,117,6,68.8,3176.16,Chennai,Mobile App
100738,41,46900,1.9,790,96,8,70.8,1484.16,Hyderabad,Marketplace
108569,39,127300,15.1,4860,17,30,13.7,73209.54,Chennai,Mobile App
103835,31,104300,7.9,2300,57,14,39.3,18244.86,Bengaluru,Website
106439,33,44600,9.2,1510,36,14,46.7,13840.32,Hyderabad,Mobile App
101818,31,56000,3.5,980,110,7,67.6,3404.91,Chennai,Mobile App
104382,34,97500,9.6,1780,45,10,46.1,17144.01,Mumbai,Marketplace
100544,35,36300,3.6,640,106,8,69.6,2300.45,Pune,Website
108202,34,140500,17.8,3800,22,20,17,67780.35,Pune,Mobile App
102752,39,52700,3.9,850,129,6,86.1,3282.98,Bengaluru,Marketplace
106935,38,148700,18.6,3830,24,32,24.2,71372.89,Chennai,Website
107364,37,177200,18.3,3600,16,24,16.7,65848.11,Pune,Website
106992,38,181200,19.1,4180,16,29,15.9,79719.87,Chennai,Website
108795,41,169900,19,3880,11,20,22.4,73777.27,Delhi,Website
101840,36,48500,3.9,820,150,6,56.1,3227.23,Pune,Mobile App
104417,32,86900,11.9,1910,68,12,43.5,22727.69,Mumbai,Mobile App
102885,38,59700,3.7,640,145,6,62.7,2372.68,Chennai,Marketplace
102610,36,60200,3.1,510,130,7,57.2,1547.93,Chennai,Website
108722,38,120600,17.1,5410,21,24,26.2,92745.05,Hyderabad,Website
102821,30,40700,3.8,870,149,7,69.5,3325.4,Mumbai,Website
103990,33,105200,4.3,1700,63,9,34.4,7356.78,Mumbai,Marketplace
100801,46,39700,4.4,860,113,5,63.4,3822.5,Bengaluru,Marketplace
106267,37,84500,9.7,2100,41,13,34.8,20407.86,Hyderabad,Website
101406,38,43500,3.8,840,150,7,76.4,3157.64,Pune,Website
100057,36,46100,4.3,930,130,6,76.4,4017.92,Mumbai,Website
104856,31,98100,7.3,2030,47,13,30.9,14830.25,Delhi,Marketplace
100070,47,46900,4.1,730,145,5,74.2,3001.91,Chennai,Marketplace
105455,29,99900,6.7,1980,41,14,56.3,13299.1,Bengaluru,Mobile App
100712,24,61900,3.7,860,133,6,82.3,3235.13,Mumbai,Website
105740,32,67800,11.6,1570,68,11,47.9,18188.98,Pune,Mobile App
100266,43,61800,3.4,670,43,6,89.3,2257.65,Pune,Marketplace
101587,28,53200,2.8,690,97,8,56.6,1904.63,Bengaluru,Website
102888,40,48100,2.9,640,131,8,68,1868.61,Chennai,Marketplace
108866,32,169800,20.7,4340,24,25,36.9,89927.1,Delhi,Website
105216,37,52300,9.7,1670,58,13,53.7,16189.87,Chennai,Website
101075,40,54100,3.1,1010,97,7,71.5,3133.6,Hyderabad,Website
106427,33,80500,7.6,1900,39,11,49,14458.96,Hyderabad,Website
104718,36,92800,7.9,1850,20,13,29.2,14629.08,Delhi,Website
106768,42,164900,18.3,3310,20,25,17.8,60525.82,Bengaluru,Marketplace
106211,29,97300,11.3,1340,45,10,48.4,15129.9,Bengaluru,Marketplace
105194,33,95700,10.1,1960,76,14,30.8,19791.68,Delhi,Website
108164,47,101800,18.1,5410,12,23,33,97889.62,Hyderabad,Mobile App
103299,34,111900,10.5,1740,43,16,52.1,18314.27,Pune,Mobile App
104964,29,,7.2,1550,54,13,39.5,11158.15,Delhi,Marketplace
103423,33,110700,10.4,1780,37,13,44.5,18461.96,Mumbai,Marketplace
104380,39,87700,7.3,2000,56,15,42,14636.19,Hyderabad,Mobile App
102058,49,42500,3,850,115,6,71.7,2563.67,Bengaluru,Marketplace
105883,31,74700,8.9,1710,45,13,31,15207.65,Delhi,Website
103313,41,89200,9.2,1970,56,9,48.4,18189.9,Bengaluru,Website
107654,47,171200,10.9,5080,19,25,12.8,55599.31,Mumbai,Website
103046,39,87700,8.6,1620,49,16,46.3,14027.46,Mumbai,Mobile App
102836,29,41100,3.6,670,138,4,67.4,2446.54,Hyderabad,Website
104538,33,77300,10.1,2020,50,13,46.3,20413.68,Bengaluru,Website
107244,60,137500,9.8,4000,21,18,17,39352.6,Bengaluru,Marketplace
107723,39,173500,14.8,3610,23,28,27.9,53518.18,Pune,Mobile App
105599,42,95100,9.8,1860,73,19,37.5,18161.8,Chennai,Mobile App
100679,,42000,3.5,820,113,4,92.1,2861.29,Bengaluru,Marketplace
108184,39,148900,19.9,4010,17,22,19.1,79879.5,Mumbai,Website
101330,42,35700,3.4,550,97,5,68.8,1849.06,Bengaluru,Marketplace
108233,50,143600,19.2,4320,16,23,17.9,82830.83,Pune,Mobile App
101685,41,32200,4.5,790,133,8,62,3511.85,Bengaluru,Website
108704,44,138300,16.8,3960,21,22,16.8,66513.1,Delhi,Mobile App
106408,39,89000,10.1,2150,59,11,51.5,21853.52,Delhi,Mobile App
101778,40,69300,2.8,830,116,6,63.1,2347.84,Delhi,Marketplace
107348,32,154200,16.8,5340,21,24,12.3,89732.61,Pune,Website
100752,32,46400,2.8,990,111,5,71.5,2815.41,Pune,Mobile App
106166,38,112600,10,2130,40,14,46.9,21248.38,Delhi,Marketplace
103350,43,80000,10.7,2320,47,13,49,24734.43,Mumbai,Mobile App
104845,41,82300,6.1,2020,47,14,40,12284.09,Bengaluru,Website
104884,34,77600,7.7,1860,74,12,53.3,14413.49,Chennai,Marketplace
100477,37,54700,3.2,830,113,6,67.4,2698.81,Hyderabad,Marketplace
108560,46,144000,14.9,4780,25,30,11.9,71234.45,Pune,Website
106206,27,70000,7,2170,65,13,39.1,15211.81,Bengaluru,Website
103039,38,108700,8.6,1500,63,12,31.6,12824.7,Bengaluru,Marketplace
100212,44,49400,3.8,770,129,6,59.4,2929.17,Mumbai,Website
100469,27,58900,2.3,940,118,6,62.4,2149.04,Mumbai,Marketplace
101546,36,47300,2.8,910,169,5,57.4,2530.89,Mumbai,Marketplace
105112,32,96600,7.8,1470,44,13,39.9,11508.8,Mumbai,Marketplace
107497,40,141600,20.7,3340,19,22,33.1,69202.38,Bengaluru,Mobile App
108678,39,132400,16.1,4020,17,24,13.5,64681.73,Chennai,Marketplace
105816,38,84700,11.1,1700,43,12,37.1,18844.76,Bengaluru,Website
107763,43,96200,17.7,3860,18,26,21,68204.24,Bengaluru,Website
103985,42,98500,7.7,1630,51,13,48.7,12630.11,Chennai,Website
101026,32,47800,3.5,750,221,7,66.7,2630.31,Delhi,Marketplace
108042,45,126600,22,5240,20,21,8.1,115601.52,Chennai,Marketplace
106305,34,92400,9.2,1810,57,13,37.7,16597.11,Bengaluru,Mobile App
106235,38,72500,6.8,2050,52,13,64.2,14057.88,Mumbai,Marketplace
102719,35,52300,3.1,840,129,7,73.6,2616.63,Pune,Website
101471,41,50600,3.4,930,81,4,68.3,3198.85,Bengaluru,Marketplace
108089,47,131800,20,3840,9,29,15.1,76763.44,Delhi,Marketplace
107114,35,,24.5,6060,17,26,16.6,148195,Hyderabad,Marketplace
106552,38,134400,16.5,5300,22,31,24.9,87582.25,Bengaluru,Marketplace
107355,30,117900,12.6,2990,16,35,28.5,37555.16,Pune,Marketplace
100774,35,37300,3.4,920,64,8,60.8,3096.89,Mumbai,Website
108821,38,140700,15.3,3640,29,20,5.4,55745.47,Hyderabad,Marketplace
102914,43,53700,3.5,890,156,7,72.9,3072.33,Bengaluru,Website
108976,53,148400,15.7,3390,18,14,27,53356.01,Hyderabad,Website
105230,30,93400,9.2,1520,77,11,49.9,13978.85,Mumbai,Marketplace
100642,39,48900,3.9,710,112,6,71.2,2803.08,Bengaluru,Website
105045,42,83000,9.8,1850,43,12,43.5,18148.96,Chennai,Mobile App
100197,36,28300,3,820,130,5,71.1,2457.03,Hyderabad,Mobile App
108947,40,133200,14.3,3700,16,22,6.4,53012.47,Delhi,Mobile App
101156,41,46400,4.2,860,116,5,67.3,3616.13,Mumbai,Website
101145,,58700,2.8,610,66,4,78.6,1729.04,Pune,Mobile App
107210,43,109700,17.6,3910,11,22,21.6,68601.23,Delhi,Mobile App
101109,43,52000,3.4,600,116,6,75.1,2050.66,Delhi,Website
107770,47,135500,20.5,4920,14,26,23.5,100886.62,Bengaluru,Marketplace
103549,36,74100,9.8,1660,48,11,61.6,16323.33,Chennai,Website
101421,41,60600,1.8,1000,118,6,61.5,1807.87,Delhi,Mobile App
102524,37,44200,3.9,720,152,7,83.4,2814.76,Mumbai,Marketplace
107922,51,127000,17.9,3330,16,28,27.2,59780.24,Pune,Website
105354,36,96200,7.1,1910,58,16,43.9,13508.56,Mumbai,Website
103000,42,36700,3.9,1010,91,5,76.4,3990.58,Chennai,Mobile App
108278,41,168200,21.4,4390,20,29,29.3,93741.15,Hyderabad,Mobile App
106179,44,92400,10.5,1100,41,12,50.3,11588.16,Hyderabad,Mobile App
101759,35,41900,3.7,710,129,6,78.7,2656.5,Hyderabad,Mobile App
100958,42,55600,3.7,630,113,6,80.4,2334.67,Hyderabad,Marketplace
106319,28,84400,14,1310,79,12,35.9,18379.74,Bengaluru,Mobile App
101681,37,47300,4.2,780,103,6,70.9,3237.24,Chennai,Marketplace
105580,44,98700,7.1,1450,45,16,30.5,10315.68,Hyderabad,Mobile App
100634,35,50000,4.1,570,129,5,80.4,2349,Chennai,Website
108529,35,96000,14.8,4830,18,30,22,71477.8,Pune,Mobile App
107053,34,168000,18.2,4240,16,21,23.3,76916.67,Delhi,Mobile App
103460,38,88200,7.6,1640,33,8,33,12542.99,Delhi,Mobile App
101262,48,41000,3.2,850,111,7,71.9,2712.89,Bengaluru,Website
100119,36,56700,3.2,710,142,6,71.9,2255.43,Bengaluru,Mobile App
106596,41,150800,18.1,4140,15,16,7.5,74922.77,Pune,Mobile App
105479,28,,10.4,1860,41,16,35.3,19339.18,Bengaluru,Mobile App
104268,38,73900,9.7,1760,51,14,35,17153.54,Delhi,Mobile App
105842,37,112600,9.7,1650,29,13,35.3,15973.2,Hyderabad,Mobile App
102681,39,49600,3.4,730,123,7,89.1,2483.04,Bengaluru,Website
107413,41,162100,13.4,3750,20,26,11.6,50475.13,Hyderabad,Marketplace
105958,40,61300,6.9,1850,36,15,52.6,12791.92,Bengaluru,Mobile App
105058,40,97800,13.2,2000,55,12,41,26469.73,Mumbai,Website
106074,38,102800,8.5,1590,40,9,45.7,13480.69,Hyderabad,Marketplace
107509,32,139100,20.1,5530,14,20,10.6,110980.47,Chennai,Mobile App
103380,32,66200,8.5,1550,39,12,42.3,13208.92,Hyderabad,Marketplace
108210,51,118600,17.8,4090,26,23,19.8,72690.5,Mumbai,Mobile App
105345,32,78200,11.8,2060,46,12,36.7,24339.77,Delhi,Mobile App
102817,41,47400,3.1,580,161,5,72.8,1813.24,Pune,Marketplace
107501,41,160300,20.9,3250,13,32,32.2,68074.06,Hyderabad,Marketplace
108465,36,153700,15.9,4450,14,20,13.4,70662.61,Hyderabad,Marketplace
101173,44,65000,2.7,600,110,7,73,1628.97,Delhi,Website
102277,43,47200,3.9,1010,132,7,70.9,3940.46,Chennai,Website
102834,,61400,4.1,930,135,6,76.4,3840.27,Chennai,Website
102440,46,54600,2.4,750,131,7,71.9,1820.69,Hyderabad,Marketplace
104464,36,65600,11.1,2110,41,13,40.9,23393.37,Pune,Mobile App
107112,43,160900,17,4170,15,36,26.6,71028.24,Chennai,Website
100093,35,39700,3.6,590,137,8,75.7,2107.51,Mumbai,Website
105448,30,85400,8.5,2210,64,14,25.2,18729.95,Pune,Website
104103,34,65700,9.1,2000,63,14,38.5,18099.58,Mumbai,Marketplace
103280,,80300,10.4,1880,62,18,43.9,19526.05,Mumbai,Marketplace
108043,40,114200,14.6,4260,15,22,12.3,61963.89,Chennai,Mobile App
102166,37,54500,3.3,690,143,6,62.1,2246.54,Mumbai,Marketplace
108733,33,139300,17.2,3860,19,20,5.5,66308.86,Pune,Mobile App
104853,37,90100,9.3,1830,33,11,51,16914.57,Bengaluru,Website
106312,34,79500,9.6,1560,76,15,42.4,14972.73,Hyderabad,Mobile App
105019,30,95500,10.5,1900,51,12,38.7,19982.24,Mumbai,Marketplace
105254,33,103600,12.4,2430,42,11,61.2,30044.29,Hyderabad,Marketplace
102532,38,51600,2.7,930,97,6,71.8,2517.74,Hyderabad,Website
103694,29,48700,11.6,2130,50,12,31.1,24572.55,Hyderabad,Mobile App
100816,26,60100,4.1,850,99,6,74.5,3469.49,Pune,Website
107067,37,140000,19.1,6080,18,29,11.1,115899.22,Chennai,Marketplace
106428,41,85800,8.8,2030,63,19,37.8,17743.35,Delhi,Marketplace
108486,42,187300,18.4,5020,22,26,28,92550.97,Hyderabad,Marketplace
105228,23,107700,10.5,1910,65,13,49,19981.75,Mumbai,Mobile App
105404,38,84400,5.8,1660,51,10,55.6,9543.35,Bengaluru,Mobile App
105669,41,81100,11.3,1660,51,7,44.4,18776.69,Bengaluru,Marketplace
100180,33,44300,3.5,690,125,6,63.1,2433.08,Delhi,Mobile App
108345,53,123300,14.4,4510,30,23,6.6,64886.16,Mumbai,Marketplace
106362,29,60600,8.7,2160,68,10,70.1,18803.44,Chennai,Mobile App
102484,,53000,3.7,840,92,7,58.1,3110.42,Hyderabad,Website
103986,46,83600,5.9,1550,44,8,28.9,9165.52,Delhi,Website
101158,39,37100,3.7,990,116,5,76.6,3690.97,Pune,Mobile App
106520,39,169900,15.5,5040,20,34,12.3,78180.42,Hyderabad,Mobile App
101533,34,46900,2.7,1100,157,8,79.7,2918.25,Delhi,Mobile App
108216,39,105900,18.8,5490,22,29,16.5,103285.2,Bengaluru,Website
101536,28,47100,4.5,920,136,5,76,4130.38,Mumbai,Website
106121,34,94100,10.8,2000,52,12,40.8,21513.9,Delhi,Mobile App
104100,47,72900,7.1,1680,56,15,36.4,11958.4,Mumbai,Marketplace
106066,40,57400,7.3,1450,55,11,32.8,10609.06,Bengaluru,Marketplace
107549,43,156000,20.2,4540,19,23,37.8,91543.71,Pune,Website
106460,40,96500,7.6,1810,62,12,41.6,13702.35,Pune,Website
108757,34,138600,21.2,4020,16,27,22.4,85364.76,Chennai,Marketplace
101481,42,42400,3.2,680,113,4,63.6,2156.57,Mumbai,Marketplace
103754,26,95200,9,1820,53,10,55.4,16361.25,Pune,Mobile App
108830,40,123300,17.6,3540,15,18,24,62320.26,Chennai,Website
108970,29,155800,18.8,5100,20,18,22.2,96183.54,Mumbai,Mobile App
102677,33,50500,2.2,910,143,6,73.8,1995.38,Delhi,Website
101953,37,39900,3.4,860,86,5,68.8,2866.1,Hyderabad,Mobile App
104982,42,83200,7,2090,64,12,33.9,14547.42,Mumbai,Marketplace
102895,33,50000,3.7,670,81,6,69.7,2487.11,Chennai,Mobile App
101164,37,46300,3.1,750,131,5,69.9,2290.73,Chennai,Marketplace
108851,35,192000,14.2,4570,16,29,23,65096.2,Chennai,Website
104986,42,100900,8.7,2490,66,17,68.1,21571.5,Delhi,Website
105166,35,69600,6.8,1670,45,12,48.8,11375.56,Bengaluru,Marketplace
103687,32,91600,8.6,2200,47,15,36.4,18883.15,Mumbai,Mobile App
104240,30,88800,9.6,1710,39,13,54.9,16438.27,Bengaluru,Marketplace
103323,35,99700,8.1,1640,58,11,49.7,13175.44,Mumbai,Mobile App
101599,33,49500,3.6,880,58,7,76.7,3168.42,Delhi,Marketplace
108332,39,145900,17.5,4300,22,18,18.8,75325.49,Pune,Website
100301,,53200,3.5,810,92,6,73,2828.94,Delhi,Marketplace
104349,26,84500,8.3,2130,32,18,50.9,17724.01,Chennai,Mobile App
106627,41,140000,15.7,3670,18,30,30.5,57480.7,Mumbai,Website
106086,23,92600,10.6,1600,53,16,47,17030.76,Bengaluru,Mobile App
106913,41,175700,15.8,4800,20,25,21.6,76023.86,Chennai,Website
108797,37,141900,16.5,3640,16,25,17.1,59983.23,Bengaluru,Website
101360,39,56300,3.9,570,184,6,57.6,2234.15,Hyderabad,Mobile App
102698,43,38600,3.8,1090,151,7,70.8,4110,Delhi,Website
102570,41,55100,2.5,720,111,7,58,1785.25,Delhi,Mobile App
104608,39,75900,10.4,2070,57,15,38.6,21544.87,Chennai,Mobile App
100487,36,45700,4.2,820,91,8,75,3431.11,Pune,Website
104724,42,76100,6.2,1450,44,11,44.7,9033.02,Hyderabad,Website
107787,42,141900,12.9,3930,16,28,15.3,50727.37,Pune,Mobile App
101153,39,46200,2.7,980,121,8,70.7,2594.06,Bengaluru,Marketplace
104031,27,101700,10.9,1510,55,13,52.5,16429.19,Hyderabad,Website
104099,33,93400,11.3,2040,50,9,55.8,23154.72,Mumbai,Mobile App
106356,26,73800,7.9,1360,51,16,48.5,10776.59,Chennai,Mobile App
108760,44,126200,14.3,4720,13,22,28.3,67372.44,Pune,Marketplace
106744,49,154700,18,3500,9,32,17.5,63023.76,Hyderabad,Marketplace
106701,42,114600,19,4300,17,31,21.8,81893.83,Delhi,Marketplace
100666,34,57800,3.6,680,118,7,57.1,2442.21,Chennai,Mobile App
103173,35,74300,9.6,1770,52,16,35.1,17037.39,Chennai,Mobile App
105894,33,60900,8.4,1630,45,16,34.8,13793.18,Pune,Website
100643,41,60800,3.9,820,76,7,81.1,3252.43,Pune,Mobile App
100177,50,60400,4.5,800,97,6,64.6,3605.37,Pune,Mobile App
108948,39,132100,17.3,4030,19,22,14.9,69700.99,Delhi,Website
103032,32,91600,9,1800,42,10,42.3,16196.72,Hyderabad,Website
100787,37,39000,4,930,89,5,78.6,3690.92,Hyderabad,Mobile App
105156,41,56500,9.3,1690,79,14,52.4,15706.28,Delhi,Mobile App
103996,28,71700,10.7,1980,37,16,42.4,21109.24,Bengaluru,Marketplace
102956,30,48800,2.1,790,67,5,74.2,1663.22,Delhi,Marketplace
100092,31,49000,4.6,810,96,8,74.9,3708.84,Chennai,Website
108069,44,157700,18.7,3550,21,18,21.3,66555.54,Hyderabad,Mobile App
104642,35,82000,6.5,1690,55,13,48.8,11007.05,Hyderabad,Mobile App
107217,48,137800,18.1,3560,16,30,19,64310.94,Hyderabad,Marketplace
101972,41,42100,3.4,720,126,6,70.5,2412.68,Hyderabad,Mobile App
100531,47,43300,3.7,840,130,6,68.6,3143.73,Pune,Mobile App
100997,36,44100,2.7,660,114,7,68.4,1762.46,Chennai,Marketplace
108424,43,,15.3,5260,9,29,16.6,80579.21,Chennai,Marketplace
103551,36,85900,8.4,1720,45,11,54.1,14528.29,Delhi,Marketplace
101428,41,60400,3.3,770,147,5,73.2,2532.95,Chennai,Website
104413,31,84000,9.9,2240,50,11,36.8,22212.76,Chennai,Mobile App
104895,44,110800,8.1,1790,70,9,49,14526.68,Pune,Marketplace
104773,39,106800,9.3,1390,55,9,30,12984.93,Hyderabad,Marketplace
102871,39,39200,2.7,590,129,7,58.6,1585.17,Bengaluru,Mobile App
104833,40,74400,10.3,1400,58,14,35.8,14418.88,Delhi,Mobile App
103034,38,95200,8.6,1680,39,9,51.2,14415.82,Hyderabad,Marketplace
103711,35,96800,8.2,1750,62,16,32.6,14271.08,Delhi,Website
102459,46,43900,3.7,790,86,6,73.7,2910.77,Chennai,Marketplace
108218,47,135400,14.9,2510,10,20,32.7,37479.66,Mumbai,Mobile App
105796,48,74200,7.7,1940,59,19,52.1,14973.08,Delhi,Website
103783,31,79400,6.8,1960,92,12,48.6,13270.29,Pune,Marketplace
102778,46,60900,4,470,140,6,69.8,1893.19,Pune,Marketplace
100695,38,48600,3.9,790,76,6,78.4,3090.14,Chennai,Website
104615,35,80700,10.8,1590,47,16,52.1,17115.17,Mumbai,Website
101739,38,39200,3.5,840,160,5,86.7,2951.39,Hyderabad,Website
100168,34,39500,3.3,670,135,6,55.6,2197.84,Chennai,Website
103951,40,89900,8.7,2240,57,16,42.9,19390.57,Bengaluru,Mobile App
107238,47,145000,15.7,4640,18,28,28.6,72688.7,Mumbai,Marketplace
105119,32,99200,8.9,2100,52,16,42.5,18683.42,Delhi,Marketplace
108401,36,126900,19.5,4210,18,25,11.6,81958.99,Pune,Website
104059,36,89700,7.3,1530,32,12,51.5,11168.15,Pune,Mobile App
108251,42,158100,17.8,4110,26,23,27.7,73166.13,Hyderabad,Marketplace
106873,42,180400,16.5,4440,13,29,17.9,72982.16,Bengaluru,Website
104849,37,70600,8.9,1580,47,11,53.1,14005.01,Pune,Website
105695,44,60700,9.5,1890,43,14,47,17841.94,Hyderabad,Mobile App
106466,29,89200,7.6,1930,45,14,45.2,14660.25,Delhi,Marketplace
102953,32,43500,2.4,680,152,6,70.7,1610.83,Chennai,Marketplace
105957,40,70000,9.5,1990,24,13,48.2,18797.84,Hyderabad,Website
104040,28,80600,9.3,1810,52,10,45.5,16831.61,Bengaluru,Website
106999,37,188400,21.5,4740,22,36,26.3,102034.56,Bengaluru,Marketplace
103468,28,54300,8.1,2260,63,12,45.8,18346.49,Bengaluru,Website
100101,30,55300,4,790,100,8,72.7,3164.76,Hyderabad,Mobile App
103709,32,67400,9.3,2140,38,10,59.4,19844.68,Bengaluru,Marketplace
104739,32,109100,10.5,1950,35,11,48.6,20387.44,Bengaluru,Marketplace
105129,40,93400,10.2,1820,47,14,36.7,18462.12,Delhi,Marketplace
108853,39,157300,15.8,3500,8,22,21.2,55387.51,Chennai,Website
105663,31,75500,11.5,1750,40,14,36.2,20219.07,Bengaluru,Marketplace
108330,49,162000,14.6,5020,17,17,16.5,73322.61,Delhi,Website
107743,46,158800,17,3880,10,26,18.9,65976.98,Mumbai,Marketplace
101466,33,53600,3.7,910,108,7,66.6,3341.66,Chennai,Mobile App
106129,25,79200,10.9,1420,37,12,65.7,15534.27,Hyderabad,Website
101745,45,35400,4.5,760,97,7,81.9,3416.75,Hyderabad,Website
104632,34,81500,7.2,2120,45,16,33.4,15344.79,Pune,Mobile App
104938,23,107000,11.1,1480,56,16,56.2,16470.36,Pune,Mobile App
107754,41,169600,15.4,4770,15,22,8.8,73554.48,Pune,Website
104658,30,76600,7.6,1870,60,15,37.9,14102.24,Chennai,Website
102933,43,49700,4,780,106,7,65.8,3078.13,Chennai,Mobile App
108329,51,105500,13.4,4410,20,23,27.8,59187.11,Pune,Mobile App
102583,23,58600,2.5,860,117,8,73,2135.13,Hyderabad,Website
105559,42,88400,8.2,1660,69,15,39.7,13642.88,Mumbai,Mobile App
104332,36,96700,7.8,2010,32,15,41.1,15625.68,Bengaluru,Website
108507,32,130200,15.5,5540,20,23,14.4,86041,Hyderabad,Marketplace
102122,52,43800,3.7,580,104,7,66.9,2128.67,Delhi,Mobile App
107539,40,120900,16.3,2850,22,29,38.3,46399.33,Bengaluru,Marketplace
107898,33,117700,20,4810,14,27,16,96233.2,Bengaluru,Mobile App
107926,43,112200,22.2,3580,18,30,19.3,79522.59,Delhi,Website
104997,33,85300,9.5,1920,68,9,32.6,18198.3,Delhi,Mobile App
103232,24,73900,9.7,1850,38,16,35.4,17909.51,Hyderabad,Marketplace
108368,44,153800,15.5,4350,16,20,18.4,67475.18,Mumbai,Mobile App
101204,37,37800,4.6,630,114,6,47.5,2892.53,Hyderabad,Mobile App
102522,35,59600,3.5,550,137,6,76.8,1923.92,Chennai,Marketplace
101927,35,45200,4.6,600,160,5,81.6,2758.18,Pune,Marketplace
106052,45,61400,11.4,2150,45,12,36.4,24574.19,Hyderabad,Website
105819,36,86800,7.9,2090,62,15,50.4,16523.11,Delhi,Marketplace
108939,34,105100,21.1,3770,23,25,3.1,79564.39,Chennai,Marketplace
102629,28,48700,3.5,980,155,7,58.6,3464.99,Pune,Mobile App
103933,38,74300,9.1,1750,63,16,34,15968.88,Delhi,Website
103413,21,91800,10.4,1940,44,16,51.7,20081.75,Delhi,Marketplace
100806,42,56000,3.4,680,109,8,69.6,2293.97,Mumbai,Marketplace
103449,39,70900,10,1680,51,15,53,16779.7,Pune,Mobile App
106840,46,160500,19.8,4920,19,23,19.1,97160.65,Pune,Website
106904,50,147300,13.7,5170,18,26,17.8,70719.57,Bengaluru,Mobile App
104276,41,118000,8.2,1840,67,13,37.6,15105.62,Delhi,Mobile App
108944,48,130000,13.5,3740,26,36,17.3,50453.54,Delhi,Website
101243,39,56600,2.9,720,164,6,58.2,2112.46,Chennai,Marketplace
107938,52,210000,18.3,3250,20,24,24,59333.12,Bengaluru,Mobile App
104508,21,60700,11.2,1890,31,19,40.6,21254.49,Delhi,Website
100548,33,35500,4.1,880,49,8,72.4,3642.42,Pune,Marketplace
100027,45,48300,3.2,720,96,3,67.9,2310.83,Bengaluru,Website
106860,38,135200,14.6,4610,18,23,15.1,67268.47,Pune,Mobile App
103892,31,70400,12.7,1570,48,14,30.1,19995.44,Bengaluru,Website
106719,45,180800,17.4,4020,12,25,26.4,69860.77,Chennai,Mobile App
101303,35,55100,4.1,810,109,6,82.9,3266.74,Delhi,Mobile App
105274,27,118500,9.6,1530,56,14,38.6,14594.61,Pune,Marketplace
105825,30,89900,10.3,1890,45,20,61.4,19406.18,Hyderabad,Mobile App
101222,30,40000,3.2,860,122,6,66.1,2807.93,Bengaluru,Website
107761,34,138000,14.6,4230,18,25,18.5,61945.55,Mumbai,Marketplace
100438,38,50800,4.2,980,111,3,67.1,4131.46,Delhi,Website
103045,34,97400,7.9,1620,52,12,48.3,12857.87,Delhi,Mobile App
103134,45,95800,10,1540,58,14,57.5,15324.3,Bengaluru,Marketplace
106056,29,64900,6.2,1540,50,13,35.5,9521.2,Bengaluru,Website
107789,33,141300,13.7,4010,26,28,15.3,55015.03,Hyderabad,Website
103438,38,72100,9.5,2040,57,12,35,19378.17,Pune,Website
107673,33,136400,16.7,3890,17,19,15.2,64873.29,Hyderabad,Website
108244,49,150800,20.6,4510,19,30,17.4,93110.17,Hyderabad,Mobile App
107287,46,102500,18.8,4640,20,24,17.4,86966.31,Pune,Website
100327,43,43600,3.5,960,106,6,70.5,3316.02,Hyderabad,Marketplace
101040,37,44700,3.4,850,136,6,73.9,2900.15,Chennai,Marketplace
106244,34,111000,8.3,1640,70,11,52.5,13500.49,Delhi,Marketplace
106798,35,151100,18.3,3490,20,28,20.4,63994.75,Delhi,Website
101871,40,43000,4.1,810,104,5,76.8,3309.06,Pune,Website
102865,21,56700,2.6,870,168,6,76.8,2300.13,Hyderabad,Website
100535,29,34900,3.1,1050,128,7,62.8,3279.56,Delhi,Marketplace
102729,39,45100,3.4,1000,132,4,55.4,3376.9,Chennai,Website
105953,39,87300,11.3,1530,56,12,54.9,17346.24,Mumbai,Mobile App
100586,33,41600,4.1,890,151,8,60.6,3652.22,Bengaluru,Website
108952,41,158100,14.9,4320,14,21,18.4,64511.38,Chennai,Website
101704,24,35900,2.8,860,54,8,55,2423.12,Chennai,Website
108516,45,200400,15.8,3650,20,28,5.6,57598.28,Chennai,Marketplace
104513,29,97100,8.1,1880,49,11,26.6,15183.09,Chennai,Website
100492,52,50400,3.3,790,115,5,61.8,2596.36,Chennai,Marketplace
